Contig,HK_CF2,HK_CF35,HK_CF70,V_CF26,V_CF34,V_CF71
Phel_clc_contig_7999,9.94024135,9.350873563,9.56054607,5.816282258,6.584128201,5.536512997
Phel_clc_contig_8285,7.287955194,6.733346205,6.98510532,5.168172666,5.577842694,5.111344363
Phel_clc_contig_12792,5.952594495,5.663580874,5.787045827,3.661304959,4.05205935,4.070088735
Phel_clc_contig_2528,8.708552486,8.389704467,8.504895638,5.816282258,5.700853047,6.285546481
Phel_clc_contig_4994,9.819907474,9.599327651,9.671523022,8.11757973,8.159030697,8.516855108
Phel_clc_contig_7747,8.286362309,7.955281414,7.972338254,3.283788458,4.942922625,5.191483692
Phel_clc_contig_9238,9.475457631,9.183198413,9.146145287,7.013164087,7.083454861,7.312561716
Phel_clc_contig_8752,8.573650974,8.184744949,8.200975089,5.889001328,6.35356325,6.801872582
Phel_clc_contig_5143,10.25376974,9.82525059,10.00135935,8.885423974,8.67637814,9.02322402
Phel_clc_contig_5942,8.44123073,8.019476198,8.248512541,6.024288647,6.079011097,6.457471173
Phel_clc_contig_6709,8.255765077,7.885036792,8.068183346,6.946581156,7.006043263,7.161567272
Phel_clc_contig_12417,9.04194602,5.894126559,8.28316477,6.367454941,5.18693628,5.408226126
Phel_clc_contig_10803,7.673160646,6.815999312,7.499067738,5.958230212,5.241996492,6.321608863
Phel_clc_contig_4105,10.51311871,9.800901517,10.35491657,9.14498345,8.923748792,8.685477672
Phel_clc_contig_5324,10.51828383,9.906715057,10.27108129,9.427260248,9.209265706,9.158981232
Phel_clc_contig_29720,4.006208245,2.25226426,3.440646623,0,0,0
Phel_clc_contig_3158,7.226166504,6.297728841,6.868237335,4.766452051,5.241996492,4.93632699
Phel_clc_contig_9166,9.742574537,8.899146017,9.372203401,7.815723994,7.441980549,7.964596747
Phel_clc_contig_12811,3.749351908,5.180251316,5.337379277,0,3.015319148,0
Phel_clc_contig_25090,2.481867227,4.154915298,3.980619444,0,1.273277161,0
Phel_clc_contig_2074,7.100937712,8.681861395,8.755798917,6.726136399,6.222808424,6.424686993
Phel_clc_contig_21596,5.236102234,5.119061465,5.910396889,1.96827511,4.279627294,3.442651611
Phel_clc_contig_11604,6.725576213,6.456625473,7.310364662,4.603133742,5.577842694,5.814745231
Phel_clc_contig_3930,7.442661562,7.394537293,8.120221804,5.739699614,6.19517237,6.827181355
Phel_clc_contig_12498,7.317883787,7.248614528,7.807546195,6.206051226,5.577842694,6.248557606
Phel_clc_contig_15642,8.322242748,8.130870653,9.021701245,6.51260458,6.017224882,6.424686993
Phel_clc_contig_9087,9.123857569,8.882749414,9.647342395,7.658204341,7.199273831,7.795393578
Phel_clc_contig_28718,3.346588193,3.431235158,4.089048934,0,0,1.57269568
Phel_clc_contig_1828,9.759030964,9.757014576,10.25807485,8.61230052,8.791584237,8.785702241
Phel_clc_contig_9874,9.470136603,9.428322063,10.1511386,7.85255635,8.070541747,8.042295221
Phel_clc_contig_11579,8.548626197,8.485746809,9.149279438,7.85255635,7.453690416,7.756401537
Phel_clc_contig_17926,4.17268752,4.353937223,5.380691358,1.96827511,0,1.57269568
Phel_clc_contig_7564,5.609627917,5.612694553,6.583159509,3.661304959,2.737319011,4.626129537
