Contig,V_CF26,V_CF34,V_CF71
Phel_clc_contig_2982,7.409014938,6.706625863,6.39113874
Phel_clc_contig_4215,5.384823459,4.728328707,4.230433605
Phel_clc_contig_12907,3.960242941,3.24830712,2.791543215
Phel_clc_contig_8470,8.590661148,8.039796956,7.729809012
Phel_clc_contig_7362,8.315241058,7.699703617,7.294529774
Phel_clc_contig_11036,7.433532865,6.837520713,6.285546481
Phel_clc_contig_1854,7.25245256,6.646676785,5.864488274
Phel_clc_contig_10344,8.102367863,7.597852184,7.079697039
Phel_clc_contig_6668,7.045337028,6.562660669,5.814745231
Phel_clc_contig_5388,8.341390726,8.000420349,7.330371956
Phel_clc_contig_26,11.78966825,10.92992715,10.69320763
Phel_clc_contig_3957,7.739112935,6.990049489,6.801872582
Phel_clc_contig_9208,8.219792908,7.499601166,7.294529774
Phel_clc_contig_1687,10.72328286,10.27062004,9.963115284
Phel_clc_contig_818,9.961820088,9.490771271,9.212781613
Phel_clc_contig_7615,7.550238098,6.990049489,6.723170806
Phel_clc_contig_6855,6.31563506,5.534391601,5.111344363
Phel_clc_contig_10782,8.176870761,7.052987485,6.723170806
Phel_clc_contig_1695,10.49480509,9.426861211,9.183685
Phel_clc_contig_11006,7.504682357,6.302675476,5.912570831
Phel_clc_contig_420,9.729096418,8.534723858,8.136412893
Phel_clc_contig_2379,10.84936397,9.602811307,9.305739155
Phel_clc_contig_4813,11.00265506,9.984128039,9.84418696
Phel_clc_contig_1865,11.27272402,10.30980351,9.819177825
Phel_clc_contig_4572,9.792075926,8.923748792,8.63621169
Phel_clc_contig_309,11.69903726,10.78451151,10.57679902
Phel_clc_contig_6923,7.167301722,6.518742842,6.321608863
Phel_clc_contig_18565,6.417477872,5.443354688,5.111344363
Phel_clc_contig_3275,9.408830298,8.443709828,7.953147066
Phel_clc_contig_2283,10.71830237,9.656995571,9.37601987
Phel_clc_contig_4889,9.371248685,8.321221452,8.084884904
Phel_clc_contig_777,12.45192067,11.44302014,11.16455268
Phel_clc_contig_1955,7.504682357,6.60527949,6.520888927
Phel_clc_contig_5637,9.152388033,8.187360487,7.9759557
Phel_clc_contig_4833,7.504682357,6.562660669,6.520888927
Phel_clc_contig_2046,11.59147461,10.63311439,10.59717107
Phel_clc_contig_7110,8.858514445,7.719238211,7.795393578
Phel_clc_contig_1604,8.176870761,7.31933884,7.330371956
Phel_clc_contig_3421,8.903088899,8.06291662,7.882474318
Phel_clc_contig_484,10.54066849,9.602811307,9.491330025
Phel_clc_contig_5442,8.654628869,7.738512506,7.559055818
Phel_clc_contig_5519,7.678860663,6.782871128,6.639925266
Phel_clc_contig_9235,8.73573269,7.748053942,7.688977594
Phel_clc_contig_493,8.301985851,7.226831212,7.330371956
Phel_clc_contig_5166,8.894283625,7.901287482,8.116022113
Phel_clc_contig_9953,8.132632362,7.127984007,7.257774395
Phel_clc_contig_12273,5.384823459,4.476135384,4.50589728
Phel_clc_contig_6433,8.367075279,7.597852184,7.528523655
Phel_clc_contig_9055,7.481353842,6.76418424,6.776113202
Phel_clc_contig_8842,8.500704872,7.984364339,7.953147066
Phel_clc_contig_6428,7.678860663,6.855287109,6.639925266
Phel_clc_contig_1721,10.79835904,10.44206943,10.03003392
Phel_clc_contig_216,15.13781762,14.5065904,14.12499355
Phel_clc_contig_130,10.19480326,9.490771271,7.918243699
Phel_clc_contig_17240,6.087456476,5.620023298,3.889658492
Phel_clc_contig_12358,6.2618843,5.534391601,4.374733478
Phel_clc_contig_18718,5.168172666,4.381221067,3.683393288
Phel_clc_contig_1420,13.27864442,12.65066995,12.02011014
Phel_clc_contig_291,14.9249203,13.94996783,12.45853214
Phel_clc_contig_15690,5.739699614,5.007904114,4.230433605
Phel_clc_contig_2714,9.806227215,9.037052976,8.116022113
Phel_clc_contig_5174,9.673570734,9.029248571,8.524611449
Phel_clc_contig_6192,5.816282258,4.874875638,4.070088735
Phel_clc_contig_12782,6.840565201,6.328344618,5.473796651
Phel_clc_contig_3218,7.637247962,7.083454861,5.912570831
Phel_clc_contig_3757,8.876509887,8.431918755,7.257774395
Phel_clc_contig_7541,4.766452051,4.05205935,2.791543215
Phel_clc_contig_4533,9.319566906,8.763633659,8.156519486
Phel_clc_contig_4710,6.765297372,5.985309151,5.267408452
Phel_clc_contig_61,12.35095603,11.7085361,11.02251312
Phel_clc_contig_15258,5.046285869,3.781747877,1.57269568
Phel_clc_contig_1639,10.71079929,9.644277936,8.570292527
Phel_clc_contig_202,14.19454572,12.87570764,11.23005785
Phel_clc_contig_360,12.23804707,10.83462969,9.123669559
Phel_clc_contig_16802,5.482054453,4.05205935,1.57269568
Phel_clc_contig_22525,4.913143132,3.448848104,1.57269568
Phel_clc_contig_6065,7.699226096,6.249925022,4.070088735
Phel_clc_contig_3118,9.14498345,7.822194136,5.596619146
Phel_clc_contig_4866,6.912101326,5.295032364,0
Phel_clc_contig_15919,6.465825944,5.18693628,2.307166193
Phel_clc_contig_7904,6.601845057,5.295032364,3.442651611
Phel_clc_contig_3782,6.367454941,5.241996492,3.442651611
Phel_clc_contig_4180,7.306550254,6.079011097,4.840150994
Phel_clc_contig_1504,7.796949404,6.706625863,5.267408452
Phel_clc_contig_8143,9.936310793,9.079239425,7.449240281
Phel_clc_contig_12147,6.147972123,5.129695157,0
Phel_clc_contig_10981,7.719307357,6.782871128,4.737108053
Phel_clc_contig_2427,8.315241058,7.381962505,5.111344363
Phel_clc_contig_4200,7.678860663,6.745252125,4.626129537
Phel_clc_contig_7628,6.946581156,5.985309151,3.889658492
Phel_clc_contig_13864,5.482054453,4.728328707,1.57269568
Phel_clc_contig_7180,8.315241058,7.689835877,6.090324176
Phel_clc_contig_5602,8.489055565,7.94342382,5.864488274
Phel_clc_contig_240,8.429354013,7.639459376,3.889658492
Phel_clc_contig_9026,7.457641895,6.782871128,4.070088735
Phel_clc_contig_2712,7.279754495,6.473446001,5.026485819
Phel_clc_contig_5042,7.59439851,7.021861671,5.654318099
Phel_clc_contig_14650,5.658825569,4.565188923,3.442651611
Phel_clc_contig_15018,4.913143132,3.781747877,2.791543215
Phel_clc_contig_2203,9.847867284,8.725503618,8.195911533
Phel_clc_contig_7558,6.2618843,4.874875638,3.889658492
Phel_clc_contig_1019,12.00639527,11.20657162,10.61180838
Phel_clc_contig_4727,8.725840659,7.679900179,6.668209914
Phel_clc_contig_1224,9.970223833,8.823523285,7.964596747
Phel_clc_contig_1112,12.44364599,11.29872337,10.5466439
Phel_clc_contig_2826,7.796949404,6.646676785,5.864488274
Phel_clc_contig_3712,10.43534606,9.223015093,8.334733176
Phel_clc_contig_458,11.95015256,10.80293845,9.865719818
Phel_clc_contig_884,7.923514088,6.92424125,5.814745231
Phel_clc_contig_3071,10.97159888,9.986145241,9.451197715
Phel_clc_contig_296,13.3305627,11.83591334,10.61362769
Phel_clc_contig_3665,8.55758164,7.199273831,6.581634455
Phel_clc_contig_148,11.59419577,10.19589665,9.227112898
Phel_clc_contig_684,14.10317381,12.95868793,12.39542537
Phel_clc_contig_634,11.88386466,10.39729428,9.637977509
Phel_clc_contig_324,14.00842914,12.66867933,12.02011014
Phel_clc_contig_750,14.15016098,13.03958411,12.65108193
Phel_clc_contig_1378,10.72079481,9.363096154,8.599962295
Phel_clc_contig_1605,11.21731846,10.0259075,9.48736676
Phel_clc_contig_4627,9.130059802,7.649676528,6.852053786
Phel_clc_contig_1649,9.678707875,8.646079472,8.243684788
Phel_clc_contig_9242,9.35850088,7.959939356,7.382519414
Phel_clc_contig_4093,11.28961087,9.726214071,9.128767419
Phel_clc_contig_4815,9.107380563,7.757532688,7.312561716
Phel_clc_contig_1507,10.74793037,9.473620119,8.726406873
Phel_clc_contig_8135,7.758650962,6.726068261,6.210595372
Phel_clc_contig_5239,8.568692631,7.406270494,6.611073501
Phel_clc_contig_6400,8.354290381,7.021861671,6.639925266
Phel_clc_contig_6665,8.275105317,7.068302137,6.424686993
Phel_clc_contig_16777,6.2618843,5.295032364,5.191483692
Phel_clc_contig_4022,8.821836152,7.804013535,7.513011399
Phel_clc_contig_3307,8.162275002,7.142526782,6.87650344
Phel_clc_contig_812,11.54581773,10.54417894,10.30008688
Phel_clc_contig_6982,7.527639642,6.562660669,6.248557606
Phel_clc_contig_2554,9.396411481,8.039796956,7.7027171
Phel_clc_contig_8057,8.275105317,7.068302137,6.827181355
Phel_clc_contig_8681,7.796949404,6.426682405,6.248557606
Phel_clc_contig_11386,6.51260458,5.577842694,5.111344363
Phel_clc_contig_2240,8.26147487,7.430175695,6.87650344
Phel_clc_contig_16229,5.046285869,4.170325694,3.442651611
Phel_clc_contig_3628,8.821836152,7.831199552,7.220057102
Phel_clc_contig_2208,9.815585035,8.940490381,8.445106745
Phel_clc_contig_8080,7.137763759,6.27654133,5.654318099
Phel_clc_contig_4404,8.793702141,7.918289622,7.036951634
Phel_clc_contig_894,9.63709034,8.786963196,8.205593384
Phel_clc_contig_2438,7.137763759,6.138261559,5.408226126
Phel_clc_contig_17809,6.2618843,5.534391601,4.840150994
Phel_clc_contig_7766,8.132632362,7.381962505,6.611073501
Phel_clc_contig_3932,9.758505895,8.823523285,8.053061363
Phel_clc_contig_8813,7.719307357,6.837520713,6.047896052
Phel_clc_contig_9547,8.876509887,8.187360487,7.513011399
Phel_clc_contig_2977,10.8853577,10.16417635,9.455261455
Phel_clc_contig_4703,7.699226096,6.890176709,6.047896052
Phel_clc_contig_7137,8.774636853,7.935094313,7.239039004
Phel_clc_contig_19685,5.57314727,3.015319148,5.111344363
Phel_clc_contig_15221,5.046285869,2.737319011,4.230433605
Phel_clc_contig_6408,7.358691635,4.942922625,6.551580614
Phel_clc_contig_4716,8.176870761,6.302675476,7.497331335
Phel_clc_contig_2201,13.1248237,11.71827711,12.48560688
Phel_clc_contig_3578,7.358691635,5.295032364,6.457471173
Phel_clc_contig_1665,11.82020653,10.16239359,11.11532234
Phel_clc_contig_9657,5.889001328,4.05205935,4.93632699
Phel_clc_contig_16015,5.958230212,5.007904114,5.408226126
Phel_clc_contig_16939,5.168172666,4.170325694,4.50589728
Phel_clc_contig_2747,8.205626615,7.199273831,7.632673916
Phel_clc_contig_1761,8.654628869,7.021861671,7.858125879
Phel_clc_contig_2802,9.978579052,8.484236838,9.217574624
Phel_clc_contig_1654,10.98202542,9.426861211,9.942997962
Phel_clc_contig_365,8.354290381,7.113293142,7.559055818
Phel_clc_contig_3127,9.114979905,7.719238211,8.271607757
Phel_clc_contig_255,13.52278229,12.38774404,12.89311124
Phel_clc_contig_1808,11.81438375,10.70713391,10.95523614
Phel_clc_contig_20,15.35041264,14.18906262,14.43602256
Phel_clc_contig_12741,5.739699614,4.649063566,5.026485819
Phel_clc_contig_5641,9.152388033,7.984364339,8.343529966
Phel_clc_contig_315,9.838717348,8.578164717,8.779232794
Phel_clc_contig_2323,8.02380757,7.083454861,7.239039004
Phel_clc_contig_7024,8.535099209,7.866669404,8.020519425
Phel_clc_contig_9195,6.980257274,6.249925022,6.39113874
Phel_clc_contig_4099,10.21615884,8.48993464,9.56839357
Phel_clc_contig_9982,6.417477872,5.534391601,6.090324176
Phel_clc_contig_2232,9.371248685,8.346565146,8.739795796
Phel_clc_contig_4379,7.97453218,7.280417243,7.675106686
Phel_clc_contig_1064,11.81321647,11.20743651,11.45777603
Phel_clc_contig_1171,7.224623974,6.378350351,6.87650344
Phel_clc_contig_16258,7.196248017,6.496272189,6.924194922
Phel_clc_contig_4308,8.745557694,7.785600245,8.243684788
Phel_clc_contig_9012,7.306550254,6.302675476,6.852053786
Phel_clc_contig_9771,8.885423974,7.709504322,8.4854067
Phel_clc_contig_2659,7.97453218,7.344715782,7.432846692
Phel_clc_contig_2392,9.615822535,9.033155913,8.98438086
Phel_clc_contig_9671,7.97453218,7.418272607,7.481478169
Phel_clc_contig_5986,8.08699442,7.406270494,7.574082581
Phel_clc_contig_8757,6.685884099,5.850081797,6.131538041
Phel_clc_contig_8374,8.162275002,7.344715782,7.449240281
Phel_clc_contig_4101,6.726136399,5.620023298,6.285546481
Phel_clc_contig_4594,6.557913959,5.534391601,6.131538041
Phel_clc_contig_4430,9.196033788,8.262515844,8.334733176
Phel_clc_contig_63,13.18246816,12.29315126,12.43351667
Phel_clc_contig_119,12.09455823,11.89347086,12.16919498
Phel_clc_contig_2021,8.315241058,8.008382119,8.343529966
Phel_clc_contig_10332,7.196248017,6.907308917,7.220057102
Phel_clc_contig_8695,8.705850762,8.425986674,8.753061605
Phel_clc_contig_5769,8.219792908,7.87540165,8.166468917
Phel_clc_contig_13542,3.960242941,3.781747877,3.889658492
Phel_clc_contig_2658,11.2418207,11.01438438,11.18916185
Phel_clc_contig_2923,11.96073465,11.54643231,11.80927435
Phel_clc_contig_4183,8.07145539,7.565839331,7.953147066
Phel_clc_contig_14016,4.766452051,3.781747877,4.50589728
Phel_clc_contig_11189,7.457641895,6.706625863,7.465448862
Phel_clc_contig_6927,8.61230052,7.918289622,8.547632591
Phel_clc_contig_6963,9.04509972,8.359072191,9.15398946
Phel_clc_contig_162,14.32189961,13.59843603,13.76442679
Phel_clc_contig_4915,10.07523953,9.490771271,9.648664066
Phel_clc_contig_15186,7.481353842,6.837520713,7.141530886
Phel_clc_contig_6374,6.644476415,6.079011097,6.321608863
Phel_clc_contig_847,11.17432152,10.74574625,10.88767834
Phel_clc_contig_223,11.34559098,10.89599735,11.20372857
Phel_clc_contig_4273,5.658825569,5.129695157,5.536512997
Phel_clc_contig_903,11.08428143,10.28215887,10.68803669
Phel_clc_contig_1930,11.43482507,11.14470865,11.33963843
Phel_clc_contig_229,12.06739809,11.53683127,11.79250803
Phel_clc_contig_1944,9.758505895,9.369291764,9.483392377
Phel_clc_contig_892,11.48553787,11.04276552,11.19646363
Phel_clc_contig_175,10.79835904,10.5331838,10.67937708
Phel_clc_contig_3148,10.20552069,10.00815,10.08614525
Phel_clc_contig_396,10.29186425,9.955587433,10.0543494
Phel_clc_contig_5604,7.796949404,7.381962505,7.574082581
Phel_clc_contig_8476,8.102367863,7.699703617,7.998409905
Phel_clc_contig_331,14.04543723,13.73229808,13.69760022
Phel_clc_contig_5780,10.72824613,10.62666345,10.50608389
Phel_clc_contig_11551,8.489055565,7.88408197,8.316977478
Phel_clc_contig_2646,7.97453218,7.659821831,7.894495849
Phel_clc_contig_8419,6.765297372,6.402718767,6.695952068
Phel_clc_contig_7468,8.007568912,7.766949564,7.833358814
Phel_clc_contig_886,8.176870761,7.689835877,8.053061363
Phel_clc_contig_1546,6.465825944,6.302675476,6.171609166
Phel_clc_contig_4016,8.675336435,8.269158011,8.156519486
Phel_clc_contig_1784,13.30545993,12.98968372,12.4473543
Phel_clc_contig_1027,12.91066825,12.46064349,12.22440979
Phel_clc_contig_4867,9.647607725,9.453349249,9.198306782
Phel_clc_contig_2167,10.73319247,10.55373133,10.41929502
Phel_clc_contig_2604,11.08040491,10.46683835,10.48039166
Phel_clc_contig_6209,7.481353842,7.083454861,6.947462781
Phel_clc_contig_717,13.95173693,13.53715511,13.39158514
Phel_clc_contig_919,12.842497,12.40556362,12.29299784
Phel_clc_contig_3355,8.512260867,7.935094313,8.136412893
Phel_clc_contig_3001,10.30188677,9.982108013,9.988574918
Phel_clc_contig_264,12.00127863,11.52993399,11.52891239
Phel_clc_contig_6828,8.633620108,8.228838888,8.243684788
Phel_clc_contig_1521,11.59011211,11.27251729,11.22768411
Phel_clc_contig_43,13.23876756,12.77050107,12.68824423
Phel_clc_contig_1512,11.95545329,11.39220278,11.20372857
Phel_clc_contig_224,8.69575063,8.235637559,8.063747218
Phel_clc_contig_6916,8.176870761,7.776304714,7.646956814
Phel_clc_contig_1199,12.21789795,11.87181408,11.67022262
Phel_clc_contig_6046,8.205626615,7.748053942,7.603676041
Phel_clc_contig_7478,9.174375956,8.696229651,8.453257051
Phel_clc_contig_1398,12.86351423,12.25057254,12.18885291
Phel_clc_contig_2063,13.12341149,12.44716094,12.4565062
Phel_clc_contig_4057,8.404764356,7.909813898,7.808159773
Phel_clc_contig_505,10.74548458,10.02982417,9.880906032
Phel_clc_contig_3706,11.17795403,10.84133114,10.67763896
Phel_clc_contig_4592,9.037121907,8.615131182,8.53999975
Phel_clc_contig_171,13.84639884,13.44428318,12.79711559
Phel_clc_contig_1970,8.275105317,7.88408197,7.294529774
Phel_clc_contig_2728,9.245338782,8.796190524,8.176349703
Phel_clc_contig_6928,9.04509972,8.863575192,8.403648629
Phel_clc_contig_14520,7.137763759,6.801317768,6.489528485
Phel_clc_contig_8698,7.923514088,7.639459376,7.239039004
Phel_clc_contig_4454,9.492891063,9.233242178,9.082225699
Phel_clc_contig_9346,8.07145539,7.813132795,7.559055818
Phel_clc_contig_7751,7.97453218,7.639459376,7.574082581
Phel_clc_contig_755,8.954821537,8.635837086,8.369602581
Phel_clc_contig_817,12.58851405,12.34201048,12.02011014
Phel_clc_contig_840,12.98460482,12.7433281,12.2861698
Phel_clc_contig_9460,7.550238098,7.394167694,7.079697039
Phel_clc_contig_12963,5.57314727,5.577842694,3.153513526
Phel_clc_contig_18315,3.960242941,4.05205935,0
Phel_clc_contig_13204,5.958230212,5.885093549,2.791543215
Phel_clc_contig_2677,11.44239559,11.41259504,9.564636532
Phel_clc_contig_12958,7.137763759,7.156923413,5.339536494
Phel_clc_contig_2921,7.196248017,7.293508434,5.339536494
Phel_clc_contig_4685,5.889001328,5.952671367,3.683393288
Phel_clc_contig_23628,3.661304959,3.781747877,2.307166193
Phel_clc_contig_5567,8.535099209,8.706053558,7.365345223
Phel_clc_contig_1128,11.08621559,11.22974166,10.17753266
Phel_clc_contig_13848,6.946581156,6.973877566,6.131538041
Phel_clc_contig_1891,10.72576671,10.76936447,9.787294182
Phel_clc_contig_2345,9.56123925,9.581622217,8.621821116
Phel_clc_contig_4121,8.275105317,8.288902516,7.559055818
Phel_clc_contig_7077,8.633620108,8.671372639,7.432846692
Phel_clc_contig_10765,5.958230212,6.108940478,4.50589728
Phel_clc_contig_6713,7.409014938,7.699703617,6.131538041
Phel_clc_contig_20276,5.280562933,5.443354688,3.683393288
Phel_clc_contig_5301,7.433532865,7.522020429,6.457471173
Phel_clc_contig_3815,7.358691635,7.406270494,6.248557606
Phel_clc_contig_11063,6.024288647,5.850081797,4.93632699
Phel_clc_contig_13562,5.168172666,5.007904114,3.683393288
Phel_clc_contig_15329,4.418945512,4.279627294,3.153513526
Phel_clc_contig_6826,8.102367863,7.951705513,6.947462781
Phel_clc_contig_2317,10.74793037,10.61758335,9.694078724
Phel_clc_contig_3490,9.99514557,9.769019754,8.378189495
Phel_clc_contig_4300,6.367454941,6.222808424,5.267408452
Phel_clc_contig_2842,9.879442955,9.532777664,8.215211179
Phel_clc_contig_1442,11.46635758,11.13928044,9.994172098
Phel_clc_contig_194,12.65061541,12.32617269,11.33853879
Phel_clc_contig_5770,9.865995035,9.621099839,9.02322402
Phel_clc_contig_2739,9.815585035,9.356873603,8.343529966
Phel_clc_contig_6787,6.2618843,5.850081797,4.840150994
Phel_clc_contig_8026,9.060923935,8.841461508,7.998409905
Phel_clc_contig_2346,8.803141451,8.449569628,7.833358814
Phel_clc_contig_7133,9.037121907,8.754195377,8.146501471
Phel_clc_contig_13487,4.603133742,4.170325694,2.307166193
Phel_clc_contig_17009,4.766452051,4.279627294,2.307166193
Phel_clc_contig_3793,8.64416273,8.333949173,6.900546844
Phel_clc_contig_9841,5.168172666,4.803459544,2.307166193
Phel_clc_contig_1456,10.58511878,10.27557654,8.830192882
Phel_clc_contig_3209,10.69313896,10.4464714,8.445106745
Phel_clc_contig_8574,5.482054453,5.295032364,3.153513526
Phel_clc_contig_5521,7.815723994,7.659821831,6.004182256
Phel_clc_contig_4060,9.678707875,9.353752233,8.25305278
Phel_clc_contig_7276,7.013164087,6.706625863,5.408226126
Phel_clc_contig_8751,6.087456476,6.138261559,5.111344363
Phel_clc_contig_14362,5.280562933,5.985309151,4.374733478
Phel_clc_contig_1756,6.465825944,7.344715782,5.408226126
Phel_clc_contig_19144,4.207752323,5.129695157,3.683393288
Phel_clc_contig_2142,10.75280988,11.73636599,10.38774832
Phel_clc_contig_3948,7.306550254,7.909813898,7.015094976
Phel_clc_contig_1813,12.69121488,13.18145804,11.49477005
Phel_clc_contig_2182,7.739112935,8.093177734,7.294529774
Phel_clc_contig_14147,5.57314727,5.952671367,4.93632699
Phel_clc_contig_4693,8.477311427,8.932143871,7.858125879
Phel_clc_contig_11649,4.603133742,5.241996492,3.889658492
Phel_clc_contig_4230,5.57314727,6.328344618,4.840150994
Phel_clc_contig_8219,9.68892743,10.30172756,8.685477672
Phel_clc_contig_7676,7.527639642,7.992414963,7.239039004
Phel_clc_contig_6415,6.601845057,7.156923413,3.153513526
Phel_clc_contig_9078,5.57314727,6.048447639,0
Phel_clc_contig_12557,5.482054453,5.620023298,5.191483692
Phel_clc_contig_2003,7.699226096,7.935094313,7.382519414
Phel_clc_contig_3549,9.408830298,9.381604162,9.044959337
Phel_clc_contig_7219,8.69575063,8.56742642,8.243684788
Phel_clc_contig_1076,11.19239294,11.30358453,10.96809198
Phel_clc_contig_2830,10.11746662,10.31943549,9.957396066
Phel_clc_contig_2018,9.004762885,9.184883771,8.733116697
Phel_clc_contig_3568,9.647607725,9.850999395,9.363100535
Phel_clc_contig_1317,10.2126215,10.28543875,9.553306739
Phel_clc_contig_6240,9.647607725,9.761973009,9.227112898
Phel_clc_contig_277,9.286299463,9.464967368,8.842656451
Phel_clc_contig_2339,9.408830298,9.369291764,9.05034252
Phel_clc_contig_451,13.29838552,13.31804681,12.74287569
Phel_clc_contig_2569,8.367075279,8.314815235,7.82081463
Phel_clc_contig_4297,7.699226096,7.608367202,7.161567272
Phel_clc_contig_1117,12.31594226,12.33450925,12.06932815
Phel_clc_contig_7409,8.429354013,8.495610028,8.224764798
Phel_clc_contig_263,8.579718704,8.646079472,8.325882867
Phel_clc_contig_6044,10.41085898,10.4198555,10.09658998
Phel_clc_contig_18679,2.77106155,3.015319148,2.307166193
Phel_clc_contig_4645,10.33154266,10.51093898,9.999747647
Phel_clc_contig_8599,7.888471729,8.047544387,7.559055818
Phel_clc_contig_2080,10.06742737,10.07979569,9.583324262
Phel_clc_contig_8438,7.796949404,7.822194136,7.058483184
Phel_clc_contig_7407,7.196248017,7.240415467,6.900546844
Phel_clc_contig_3298,9.021033258,8.96524375,8.428666268
Phel_clc_contig_619,10.92480545,11.09790564,10.28418316
Phel_clc_contig_8354,7.107608368,7.280417243,6.356793511
Phel_clc_contig_3927,6.557913959,6.328344618,5.709800673
Phel_clc_contig_7888,9.673570734,9.467857388,8.915258259
Phel_clc_contig_1312,9.114979905,9.029248571,9.006704763
Phel_clc_contig_6632,8.803141451,8.80078215,8.706087412
Phel_clc_contig_122,14.06910324,13.95564077,13.69974273
Phel_clc_contig_2925,9.427260248,9.396847921,9.222351764
Phel_clc_contig_6711,9.114979905,9.08677899,8.897447375
Phel_clc_contig_345,13.41263174,13.45906384,13.30275493
Phel_clc_contig_5539,10.5768879,10.43617902,10.41721328
Phel_clc_contig_2597,10.86296716,11.17066013,11.09462892
Phel_clc_contig_3790,8.039865482,8.327599348,8.316977478
Phel_clc_contig_1529,13.0310348,13.04926378,13.13587506
Phel_clc_contig_2355,9.463428531,9.664572793,9.598102202
Phel_clc_contig_522,10.0317391,10.17836047,10.15522277
Phel_clc_contig_1544,12.81301598,12.85405674,12.8007133
Phel_clc_contig_829,7.409014938,7.406270494,7.399490708
Phel_clc_contig_3559,11.38068919,11.73876079,11.52020983
Phel_clc_contig_3866,7.658204341,8.024175043,7.769516548
Phel_clc_contig_813,9.167083904,9.581622217,9.11855388
Phel_clc_contig_958,11.04504018,11.29058504,11.0616894
Phel_clc_contig_14596,3.960242941,4.565188923,3.889658492
Phel_clc_contig_16634,5.046285869,5.661005604,5.026485819
Phel_clc_contig_2347,8.579718704,8.927952438,8.428666268
Phel_clc_contig_17377,4.418945512,4.874875638,4.50589728
Phel_clc_contig_787,11.96073465,12.23538934,11.92074619
Phel_clc_contig_6638,8.465470494,8.91953316,8.685477672
Phel_clc_contig_2775,7.834258027,7.968127049,7.870351156
Phel_clc_contig_367,6.726136399,6.76418424,6.611073501
Phel_clc_contig_3683,8.191320332,8.122817644,7.9759557
Phel_clc_contig_5862,8.477311427,8.651173705,8.343529966
Phel_clc_contig_6852,6.147972123,6.402718767,6.004182256
Phel_clc_contig_5652,5.658825569,5.739632114,4.840150994
Phel_clc_contig_1945,8.02380757,8.108073806,7.481478169
Phel_clc_contig_8954,7.137763759,7.267206173,6.639925266
Phel_clc_contig_6506,9.408830298,9.631447195,8.867265147
Phel_clc_contig_8593,6.946581156,7.021861671,6.285546481
Phel_clc_contig_10295,8.02380757,8.572805559,9.097907026
Phel_clc_contig_4124,9.738966227,9.984128039,10.37707754
Phel_clc_contig_6564,6.876777222,7.30648099,7.497331335
Phel_clc_contig_13573,2.77106155,4.170325694,4.374733478
Phel_clc_contig_7479,8.500704872,9.033155913,9.198306782
Phel_clc_contig_1077,10.98824535,11.34346906,11.29385256
Phel_clc_contig_671,7.59439851,8.039796956,7.941606377
Phel_clc_contig_5382,6.367454941,7.226831212,7.058483184
Phel_clc_contig_5845,7.137763759,7.738512506,7.465448862
Phel_clc_contig_18668,4.207752323,5.241996492,4.50589728
Phel_clc_contig_3910,10.43534606,12.16501494,11.11146474
Phel_clc_contig_24521,2.77106155,4.05205935,3.442651611
Phel_clc_contig_3205,10.80776779,11.6993438,11.09983012
Phel_clc_contig_2987,11.36165066,12.56924929,11.96274468
Phel_clc_contig_12930,6.803422087,8.159030697,7.646956814
Phel_clc_contig_7815,8.755315906,10.78798457,10.0163463
Phel_clc_contig_4784,8.911840756,9.490771271,9.15398946
Phel_clc_contig_5083,8.367075279,9.090533784,9.044959337
Phel_clc_contig_18398,4.418945512,4.803459544,6.668209914
Phel_clc_contig_2459,9.704122037,8.932143871,11.38188233
Phel_clc_contig_4490,8.11757973,7.113293142,10.00807085
Phel_clc_contig_5957,9.65804917,7.240415467,10.86952151
Phel_clc_contig_1788,10.98202542,10.75642239,11.12937859
Phel_clc_contig_107,13.65832568,12.97503103,13.78212749
Phel_clc_contig_6385,6.087456476,5.534391601,6.285546481
Phel_clc_contig_1669,9.439417439,9.5762761,10.06768295
Phel_clc_contig_401,10.77216403,10.74931369,11.19888938
Phel_clc_contig_2231,10.0791298,10.01211511,10.3090967
Phel_clc_contig_4415,8.477311427,8.389873077,8.678542043
Phel_clc_contig_6936,7.527639642,7.544096623,7.953147066
Phel_clc_contig_13686,7.332856491,7.544096623,7.632673916
Phel_clc_contig_4103,7.815723994,7.804013535,8.084884904
Phel_clc_contig_7020,5.739699614,5.739632114,6.047896052
Phel_clc_contig_907,8.78420099,9.071660518,9.332497376
Phel_clc_contig_12110,7.25245256,5.739632114,7.465448862
Phel_clc_contig_2495,9.245338782,8.235637559,9.777590179
Phel_clc_contig_2254,10.33154266,9.152917562,11.16082473
Phel_clc_contig_6286,5.658825569,4.476135384,6.356793511
Phel_clc_contig_5132,5.57314727,5.443354688,6.457471173
Phel_clc_contig_4737,7.758650962,7.293508434,7.987226487
Phel_clc_contig_9469,6.465825944,5.814196628,6.639925266
Phel_clc_contig_9844,5.958230212,5.295032364,6.090324176
Phel_clc_contig_998,11.56258784,11.0242342,11.55470947
