Feature	HK_CF2	HK_CF35	HK_CF70	V_CF71	V_CF34	V_CF26
seastar_clc_contig_1049	110	870	202	322	210	148
seastar_clc_contig_10490	0	22	0	3	0	0
seastar_clc_contig_10491	43	132	8	16	9	56
seastar_clc_contig_10492	275	1253	127	35	49	62
seastar_clc_contig_10493	0	63	0	0	0	0
seastar_clc_contig_10494	8	11	2	2	3	2
seastar_clc_contig_10495	4	220	0	19	38	5
seastar_clc_contig_10496	341	1221	252	50	127	83
seastar_clc_contig_10497	2	112	3	6	4	3
seastar_clc_contig_10498	411	297	100	32	86	45
seastar_clc_contig_10499	4	9	0	2	15	3
seastar_clc_contig_105	62897	276359	37899	49798	14490	217410
seastar_clc_contig_1050	2819	10093	1865	978	1905	1388
seastar_clc_contig_10500	114	669	50	20	69	298
seastar_clc_contig_10501	134	523	94	36	45	37
seastar_clc_contig_10502	4	66	1	4	2	0
seastar_clc_contig_10503	0	14	0	1	0	0
seastar_clc_contig_10504	1	54	3	1	4	16
seastar_clc_contig_10505	4	23	1	3	2	4
seastar_clc_contig_10506	34	196	21	41	58	24
seastar_clc_contig_10507	2	29	0	1	0	0
seastar_clc_contig_10508	87	407	38	44	37	31
seastar_clc_contig_10509	40	25	9	2	9	16
seastar_clc_contig_1051	2869	12106	1618	968	1582	1347
seastar_clc_contig_10510	64	1349	129	23	205	51
seastar_clc_contig_10511	20	124	8	10	25	9
seastar_clc_contig_10512	10	39	2	3	0	0
seastar_clc_contig_10513	241	1515	174	113	211	181
seastar_clc_contig_10514	286	1553	95	45	18	17
seastar_clc_contig_10515	152	740	110	36	77	58
seastar_clc_contig_10516	104	238	7	17	10	113
seastar_clc_contig_10517	564	1953	350	31	107	83
seastar_clc_contig_10518	8	3	1	2	0	0
seastar_clc_contig_10519	37	348	24	23	35	24
seastar_clc_contig_1052	4538	19639	1154	350	636	2668
seastar_clc_contig_10520	214	1656	44	30	36	44
seastar_clc_contig_10521	618	2548	296	66	326	89
seastar_clc_contig_10522	47	44	18	3	11	7
seastar_clc_contig_10523	28	82	2	4	2	2
seastar_clc_contig_10524	153	2745	31	9	39	5
seastar_clc_contig_10525	210	2328	188	47	180	75
seastar_clc_contig_10526	6	283	8	21	51	14
seastar_clc_contig_10527	61	646	32	21	76	19
seastar_clc_contig_10528	69	243	7	9	11	25
seastar_clc_contig_10529	70	356	48	19	53	40
seastar_clc_contig_1053	4871	13303	3109	862	1848	1688
seastar_clc_contig_10530	16	44	0	2	0	34
seastar_clc_contig_10531	62	677	155	2	28	43
seastar_clc_contig_10532	1357	1088	350	78	343	190
seastar_clc_contig_10533	17	55	13	14	22	8
seastar_clc_contig_10534	5	20	6	1	0	2
seastar_clc_contig_10535	1	8	0	3	7	1
seastar_clc_contig_10536	219	577	115	15	22	21
seastar_clc_contig_10537	0	0	0	21	3	19
seastar_clc_contig_10538	39	83	21	76	23	24
seastar_clc_contig_10539	46	332	24	12	11	18
seastar_clc_contig_1054	2421	11327	1551	164	392	309
seastar_clc_contig_10540	34	183	24	13	46	23
seastar_clc_contig_10541	106	479	80	11	43	17
seastar_clc_contig_10542	0	33	0	4	14	0
seastar_clc_contig_10543	62	268	29	4	22	19
seastar_clc_contig_10544	126	1086	287	45	262	58
seastar_clc_contig_10545	9	123	16	5	11	3
seastar_clc_contig_10546	81	287	32	14	36	2
seastar_clc_contig_10547	3	60	4	7	9	12
seastar_clc_contig_10548	41	252	25	13	9	16
seastar_clc_contig_10549	128	465	75	12	3	22
seastar_clc_contig_1055	13186	45567	8062	3139	5907	2836
seastar_clc_contig_10550	26	343	20	17	41	14
seastar_clc_contig_10551	231	1106	136	22	99	95
seastar_clc_contig_10552	16	192	5	14	16	10
seastar_clc_contig_10553	47	116	25	2	12	0
seastar_clc_contig_10554	338	1682	141	35	76	64
seastar_clc_contig_10555	31	416	7	20	8	16
seastar_clc_contig_10556	138	1324	272	22	97	51
seastar_clc_contig_10557	0	28	8	7	18	5
seastar_clc_contig_10558	122	319	35	18	3	233
seastar_clc_contig_10559	161	803	70	33	80	45
seastar_clc_contig_1056	3138	16119	3069	2595	6510	2633
seastar_clc_contig_10560	154	738	89	22	26	26
seastar_clc_contig_10561	245	839	125	36	123	41
seastar_clc_contig_10562	1	64	0	1	7	0
seastar_clc_contig_10563	109	647	98	41	91	24
seastar_clc_contig_10564	53	886	31	78	90	46
seastar_clc_contig_10565	59	165	11	4	0	53
seastar_clc_contig_10566	22	431	19	0	35	2
seastar_clc_contig_10567	44	234	14	12	13	19
seastar_clc_contig_10568	86	94	26	5	9	9
seastar_clc_contig_10569	8	116	14	32	45	11
seastar_clc_contig_1057	416	1947	293	108	333	145
seastar_clc_contig_10570	36	36	4	5	6	5
seastar_clc_contig_10571	5	16	0	3	0	1
seastar_clc_contig_10572	31	198	13	14	1	13
seastar_clc_contig_10573	35	180	30	7	8	16
seastar_clc_contig_10574	13	153	10	24	17	36
seastar_clc_contig_10575	5	373	21	10	0	6
seastar_clc_contig_10576	237	1230	181	82	188	111
seastar_clc_contig_10577	1173	5471	570	158	402	273
seastar_clc_contig_10578	5	57	1	13	7	9
seastar_clc_contig_10579	29	150	10	5	19	4
seastar_clc_contig_1058	66	533	7	40	225	42
seastar_clc_contig_10580	45	84	13	9	15	1
seastar_clc_contig_10581	58	251	13	16	13	10
seastar_clc_contig_10582	782	4127	346	86	127	96
seastar_clc_contig_10583	135	714	86	6	32	16
seastar_clc_contig_10584	46	970	5	0	1	148
seastar_clc_contig_10585	38	227	26	14	51	23
seastar_clc_contig_10586	26	162	20	2	11	4
seastar_clc_contig_10587	7	62	5	2	3	2
seastar_clc_contig_10588	50	522	22	15	8	9
seastar_clc_contig_10589	62	319	17	7	28	17
seastar_clc_contig_1059	3	120	0	9	39	13
seastar_clc_contig_10590	0	51	2	44	58	30
seastar_clc_contig_10591	10	90	3	4	7	4
seastar_clc_contig_10592	10	77	4	12	8	16
seastar_clc_contig_10593	12	308	14	69	32	25
seastar_clc_contig_10594	143	517	98	46	86	84
seastar_clc_contig_10595	37	487	59	4	27	22
seastar_clc_contig_10596	389	301	78	34	56	75
seastar_clc_contig_10597	7	227	12	1	8	7
seastar_clc_contig_10598	6	790	57	9	0	11
seastar_clc_contig_10599	844	5121	350	379	400	416
seastar_clc_contig_106	292	1319	247	2110	1376	461
seastar_clc_contig_1060	28	164	18	689	270	190
seastar_clc_contig_10600	12	61	5	3	7	7
seastar_clc_contig_10601	336	1950	180	32	86	52
seastar_clc_contig_10602	166	712	99	9	34	38
seastar_clc_contig_10603	31	171	3	5	19	4
seastar_clc_contig_10604	3	32	0	1	0	0
seastar_clc_contig_10605	63	145	41	94	58	22
seastar_clc_contig_10606	76	672	49	49	136	120
seastar_clc_contig_10607	0	857	89	16	0	25
seastar_clc_contig_10608	22	92	48	29	36	39
seastar_clc_contig_10609	24	139	7	7	24	9
seastar_clc_contig_1061	18	156	12	7	8	18
seastar_clc_contig_10610	9	162	11	43	37	27
seastar_clc_contig_10611	0	129	7	9	7	3
seastar_clc_contig_10612	55	108	24	31	9	20
seastar_clc_contig_10613	43	517	28	31	35	30
seastar_clc_contig_10614	2	55	2	1	0	1
seastar_clc_contig_10615	0	18	1	4	2	3
seastar_clc_contig_10616	30	84	17	34	53	156
seastar_clc_contig_10617	2	6	0	1	0	0
seastar_clc_contig_10618	47	29	10	18	4	14
seastar_clc_contig_10619	70	266	7	22	46	37
seastar_clc_contig_1062	468	2690	556	34	26	28
seastar_clc_contig_10620	19	26	9	8	0	0
seastar_clc_contig_10621	15	79	4	34	46	28
seastar_clc_contig_10622	5	15	4	2	0	2
seastar_clc_contig_10623	18	123	7	16	12	8
seastar_clc_contig_10624	18	185	10	8	10	10
seastar_clc_contig_10625	88	647	63	113	121	37
seastar_clc_contig_10626	681	3154	342	53	165	115
seastar_clc_contig_10627	52	376	64	14	10	20
seastar_clc_contig_10628	250	835	125	19	35	51
seastar_clc_contig_10629	320	1491	255	33	75	38
seastar_clc_contig_1063	194	962	174	61	86	203
seastar_clc_contig_10630	17	390	10	8	25	17
seastar_clc_contig_10631	165	729	109	25	94	80
seastar_clc_contig_10632	94	604	46	14	29	30
seastar_clc_contig_10633	296	1081	164	15	45	33
seastar_clc_contig_10634	41	33	8	3	1	6
seastar_clc_contig_10635	32	508	30	16	23	24
seastar_clc_contig_10636	54	295	62	8	9	16
seastar_clc_contig_10637	90	307	45	38	30	34
seastar_clc_contig_10638	16	123	9	3	20	2
seastar_clc_contig_10639	14	109	7	0	0	1
seastar_clc_contig_1064	1627	11765	1125	1235	1668	1424
seastar_clc_contig_10640	85	317	56	74	70	53
seastar_clc_contig_10641	80	286	33	3	18	29
seastar_clc_contig_10642	63	1274	26	26	94	44
seastar_clc_contig_10643	15	60	13	13	26	12
seastar_clc_contig_10644	28	254	16	6	22	25
seastar_clc_contig_10645	2776	15210	624	75	179	188
seastar_clc_contig_10646	73	186	27	10	25	19
seastar_clc_contig_10647	3	31	0	2	7	0
seastar_clc_contig_10648	25	216	5	6	19	4
seastar_clc_contig_10649	2	33	2	5	6	0
seastar_clc_contig_1065	16916	66575	17123	276	794	351
seastar_clc_contig_10650	15	128	10	2	3	0
seastar_clc_contig_10651	0	80	2	5	3	3
seastar_clc_contig_10652	73	359	17	5	3	9
seastar_clc_contig_10653	10	68	1	1	5	2
seastar_clc_contig_10654	504	2210	291	28	19	34
seastar_clc_contig_10655	329	248	103	24	54	37
seastar_clc_contig_10656	205	562	83	9	48	36
seastar_clc_contig_10657	27	419	10	36	22	8
seastar_clc_contig_10658	5	16	9	5	9	5
seastar_clc_contig_10659	15	81	1	1	0	0
seastar_clc_contig_1066	165	188	60	7892	6818	1134
seastar_clc_contig_10660	61	301	32	27	31	16
seastar_clc_contig_10661	115	245	36	5	3	24
seastar_clc_contig_10662	0	46	1	10	2	3
seastar_clc_contig_10663	242	865	106	12	82	41
seastar_clc_contig_10664	56	732	14	2	14	7
seastar_clc_contig_10665	50	455	8	2	8	0
seastar_clc_contig_10666	202	414	260	64	202	58
seastar_clc_contig_10667	2	36	16	4	11	2
seastar_clc_contig_10668	247	862	135	16	82	57
seastar_clc_contig_10669	19	425	16	10	17	2
seastar_clc_contig_1067	12	192	5	58	28	38
seastar_clc_contig_10670	116	364	80	14	14	11
seastar_clc_contig_10671	783	3168	336	102	288	126
seastar_clc_contig_10672	74	410	53	20	38	30
seastar_clc_contig_10673	33	280	29	14	21	18
seastar_clc_contig_10674	25	138	5	68	52	37
seastar_clc_contig_10675	37	265	10	11	8	13
seastar_clc_contig_10676	94	776	29	9	15	30
seastar_clc_contig_10677	45	224	23	9	8	7
seastar_clc_contig_10678	27	23	7	0	5	4
seastar_clc_contig_10679	4	126	2	3	6	0
seastar_clc_contig_1068	0	32	4	2	2	2
seastar_clc_contig_10680	57	72	0	22	14	12
seastar_clc_contig_10681	2	32	3	0	3	4
seastar_clc_contig_10682	7	141	16	36	77	9
seastar_clc_contig_10683	31	9	7	2	0	2
seastar_clc_contig_10684	6	41	6	10	8	6
seastar_clc_contig_10685	0	3	0	28	11	0
seastar_clc_contig_10686	0	0	0	10	6	32
seastar_clc_contig_10687	43	203	37	24	4	8
seastar_clc_contig_10688	22	115	16	39	23	40
seastar_clc_contig_10689	95	681	37	8	24	15
seastar_clc_contig_1069	2052	14094	1423	662	1929	1173
seastar_clc_contig_10690	130	79	16	7	32	6
seastar_clc_contig_10691	9	155	4	2	30	4
seastar_clc_contig_10692	17	177	5	13	23	5
seastar_clc_contig_10693	44	523	29	15	9	14
seastar_clc_contig_10694	66	46	24	2	28	7
seastar_clc_contig_10695	540	427	147	34	85	64
seastar_clc_contig_10696	19	106	18	5	0	12
seastar_clc_contig_10697	4	4	10	40	19	1
seastar_clc_contig_10698	239	1262	258	64	91	59
seastar_clc_contig_10699	14	138	14	9	10	19
seastar_clc_contig_107	3576	20655	275	4438	5681	7134
seastar_clc_contig_1070	1961	7744	1509	2607	2202	1274
seastar_clc_contig_10700	39	465	15	8	39	15
seastar_clc_contig_10701	24	307	8	2	0	3
seastar_clc_contig_10702	516	3235	219	33	76	72
seastar_clc_contig_10703	24	234	19	6	10	15
seastar_clc_contig_10704	412	77	10	30	73	18
seastar_clc_contig_10705	3	9	2	3	7	1
seastar_clc_contig_10706	179	873	169	29	78	56
seastar_clc_contig_10707	119	220	170	18	59	124
seastar_clc_contig_10708	718	561	158	31	102	96
seastar_clc_contig_10709	32	313	27	8	46	27
seastar_clc_contig_1071	328	1293	329	415	1081	328
seastar_clc_contig_10710	55	403	36	5	46	16
seastar_clc_contig_10711	510	3034	231	64	308	143
seastar_clc_contig_10712	324	1642	186	24	78	101
seastar_clc_contig_10713	24	44	12	14	0	10
seastar_clc_contig_10714	2551	10933	739	126	316	361
seastar_clc_contig_10715	25	274	22	6	2	3
seastar_clc_contig_10716	155	713	68	11	26	22
seastar_clc_contig_10717	743	3283	373	90	189	168
seastar_clc_contig_10718	0	30	9	0	0	4
seastar_clc_contig_10719	1468	1259	463	89	387	239
seastar_clc_contig_1072	793	2563	360	175	282	241
seastar_clc_contig_10720	102	23	37	5	22	25
seastar_clc_contig_10721	85	362	51	6	12	11
seastar_clc_contig_10722	50	349	9	20	28	19
seastar_clc_contig_10723	22	373	10	20	18	10
seastar_clc_contig_10724	228	140	26	1	10	475
seastar_clc_contig_10725	48	399	45	2	3	32
seastar_clc_contig_10726	91	465	62	8	41	30
seastar_clc_contig_10727	13	207	11	5	3	3
seastar_clc_contig_10728	13	98	3	4	5	9
seastar_clc_contig_10729	38	21	9	1	9	2
seastar_clc_contig_1073	1251	9222	879	1368	1408	991
seastar_clc_contig_10730	10	231	27	4	16	29
seastar_clc_contig_10731	20	30	10	5	2	4
seastar_clc_contig_10732	110	1155	56	79	46	27
seastar_clc_contig_10733	5	3	3	4	6	0
seastar_clc_contig_10734	0	149	1	3	19	7
seastar_clc_contig_10735	325	287	82	18	68	59
seastar_clc_contig_10736	16	107	10	0	15	0
seastar_clc_contig_10737	19	708	29	72	91	41
seastar_clc_contig_10738	4	59	4	11	5	7
seastar_clc_contig_10739	18	193	18	7	11	9
seastar_clc_contig_1074	1497	7375	839	1698	1613	761
seastar_clc_contig_10740	75	133	11	8	0	53
seastar_clc_contig_10741	9	32	0	10	8	7
seastar_clc_contig_10742	104	1420	80	9	58	64
seastar_clc_contig_10743	53	251	18	5	4	5
seastar_clc_contig_10744	129	661	82	71	97	75
seastar_clc_contig_10745	3	59	3	3	3	5
seastar_clc_contig_10746	13	69	5	11	6	2
seastar_clc_contig_10747	32	151	0	0	3	0
seastar_clc_contig_10748	41	80	129	3	13	2
seastar_clc_contig_10749	149	729	96	48	64	38
seastar_clc_contig_1075	388	2168	292	63	147	105
seastar_clc_contig_10750	80	386	54	7	7	12
seastar_clc_contig_10751	114	490	97	22	39	28
seastar_clc_contig_10752	34	274	12	12	30	13
seastar_clc_contig_10753	32	228	12	10	6	9
seastar_clc_contig_10754	85	422	23	12	17	36
seastar_clc_contig_10755	32	113	41	42	33	25
seastar_clc_contig_10756	0	11	1	7	0	2
seastar_clc_contig_10757	7	161	3	0	0	2
seastar_clc_contig_10758	21	110	12	34	42	24
seastar_clc_contig_10759	53	395	25	21	7	24
seastar_clc_contig_1076	1989	7897	1102	803	1783	1014
seastar_clc_contig_10760	20	79	31	41	59	10
seastar_clc_contig_10761	399	2804	242	53	143	142
seastar_clc_contig_10762	270	1726	126	8	27	12
seastar_clc_contig_10763	80	251	27	4	12	4
seastar_clc_contig_10764	5	165	8	1	0	2
seastar_clc_contig_10765	0	6	2	21	48	11
seastar_clc_contig_10766	835	3307	385	45	203	75
seastar_clc_contig_10767	24	151	2	7	14	18
seastar_clc_contig_10768	127	250	120	71	68	20
seastar_clc_contig_10769	52	12	26	55	76	32
seastar_clc_contig_1077	935	7333	602	697	1833	1271
seastar_clc_contig_10770	152	521	56	12	34	38
seastar_clc_contig_10771	44	263	19	6	15	8
seastar_clc_contig_10772	2	5	3	52	2	63
seastar_clc_contig_10773	0	30	0	3	0	1
seastar_clc_contig_10774	339	1109	67	54	59	53
seastar_clc_contig_10775	50	140	32	3	19	10
seastar_clc_contig_10776	15	206	18	23	106	51
seastar_clc_contig_10777	33	316	22	10	12	24
seastar_clc_contig_10778	185	851	137	47	83	47
seastar_clc_contig_10779	31	111	8	3	11	6
seastar_clc_contig_1078	574	1804	254	22	55	96
seastar_clc_contig_10780	0	56	3	6	0	6
seastar_clc_contig_10781	8	23	1	6	0	2
seastar_clc_contig_10782	15	29	0	99	93	53
seastar_clc_contig_10783	0	8	1	5	6	0
seastar_clc_contig_10784	12	86	130	11	0	9
seastar_clc_contig_10785	420	1235	119	15	31	24
seastar_clc_contig_10786	146	616	61	81	113	83
seastar_clc_contig_10787	30	92	4	8	3	6
seastar_clc_contig_10788	82	1264	113	11	20	16
seastar_clc_contig_10789	10	290	14	34	50	25
seastar_clc_contig_1079	15	125	9	491	219	64
seastar_clc_contig_10790	146	572	71	23	68	44
seastar_clc_contig_10791	7	303	10	2	0	1
seastar_clc_contig_10792	69	333	39	4	3	8
seastar_clc_contig_10793	99	684	100	24	35	46
seastar_clc_contig_10794	68	161	6	10	8	9
seastar_clc_contig_10795	118	854	50	9	7	170
seastar_clc_contig_10796	654	2415	384	30	40	43
seastar_clc_contig_10797	62	333	26	21	45	39
seastar_clc_contig_10798	41	687	18	38	83	16
seastar_clc_contig_10799	496	3740	460	74	117	142
seastar_clc_contig_108	22864	110523	21966	18343	26740	17326
seastar_clc_contig_1080	1298	5791	927	2300	3209	1398
seastar_clc_contig_10800	9	39	4	18	6	4
seastar_clc_contig_10801	55	159	26	5	15	10
seastar_clc_contig_10802	207	997	142	100	97	62
seastar_clc_contig_10803	310	890	146	21	26	40
seastar_clc_contig_10804	310	107	62	42	83	63
seastar_clc_contig_10805	135	462	60	11	12	7
seastar_clc_contig_10806	32	936	25	5	33	4
seastar_clc_contig_10807	69	265	60	17	14	131
seastar_clc_contig_10808	0	6	1	52	22	7
seastar_clc_contig_10809	99	606	59	15	18	14
seastar_clc_contig_1081	4704	17595	3685	1462	2484	2007
seastar_clc_contig_10810	75	194	54	45	8	26
seastar_clc_contig_10811	0	44	0	0	4	4
seastar_clc_contig_10812	2	170	44	5	15	21
seastar_clc_contig_10813	6	13	1	2	0	11
seastar_clc_contig_10814	36	133	21	1	0	8
seastar_clc_contig_10815	170	591	95	58	97	60
seastar_clc_contig_10816	201	1357	72	27	186	60
seastar_clc_contig_10817	52	173	15	12	7	3
seastar_clc_contig_10818	290	1408	256	80	113	107
seastar_clc_contig_10819	7	106	4	7	1	8
seastar_clc_contig_1082	288	1847	164	840	1063	495
seastar_clc_contig_10820	40	134	5	7	24	7
seastar_clc_contig_10821	0	57	1	1	1	0
seastar_clc_contig_10822	7	364	21	33	32	24
seastar_clc_contig_10823	2	57	1	0	5	1
seastar_clc_contig_10824	81	43	67	30	5	2
seastar_clc_contig_10825	56	258	48	6	2	17
seastar_clc_contig_10826	11	55	3	6	5	9
seastar_clc_contig_10827	3	139	4	15	17	7
seastar_clc_contig_10828	19	313	15	51	35	18
seastar_clc_contig_10829	10	117	9	4	8	9
seastar_clc_contig_1083	1472	5977	1070	1220	966	689
seastar_clc_contig_10830	11	0	1	2	0	62
seastar_clc_contig_10831	158	844	87	21	53	46
seastar_clc_contig_10832	445	1652	263	69	171	113
seastar_clc_contig_10833	0	36	0	2	0	1
seastar_clc_contig_10834	50	282	38	40	23	18
seastar_clc_contig_10835	3	85	1	1	14	11
seastar_clc_contig_10836	10	12	3	1	8	2
seastar_clc_contig_10837	157	105	43	16	6	26
seastar_clc_contig_10838	20	113	15	2	7	6
seastar_clc_contig_10839	5	72	1	3	5	1
seastar_clc_contig_1084	32	235	27	9	30	10
seastar_clc_contig_10840	101	241	25	20	91	82
seastar_clc_contig_10841	230	1638	151	76	105	48
seastar_clc_contig_10842	2	0	0	17	0	0
seastar_clc_contig_10843	16	82	7	18	7	10
seastar_clc_contig_10844	8	113	6	2	8	3
seastar_clc_contig_10845	11	126	8	6	0	6
seastar_clc_contig_10846	67	368	23	9	29	13
seastar_clc_contig_10847	9	92	2	3	6	8
seastar_clc_contig_10848	6	34	2	1	0	2
seastar_clc_contig_10849	1	25	1	16	5	0
seastar_clc_contig_1085	115	609	43	111	145	78
seastar_clc_contig_10850	26	42	16	16	7	7
seastar_clc_contig_10851	10	49	1	2	0	1
seastar_clc_contig_10852	28	557	9	5	11	2
seastar_clc_contig_10853	19	111	7	8	1	8
seastar_clc_contig_10854	53	370	24	3	9	9
seastar_clc_contig_10855	2	89	3	13	1	4
seastar_clc_contig_10856	62	292	24	28	0	10
seastar_clc_contig_10857	356	2079	219	70	148	156
seastar_clc_contig_10858	122	527	89	11	12	15
seastar_clc_contig_10859	312	1251	228	39	63	62
seastar_clc_contig_1086	100	293	57	21	22	25
seastar_clc_contig_10860	10	136	8	4	14	1
seastar_clc_contig_10861	64	328	34	14	25	16
seastar_clc_contig_10862	27	173	33	7	24	29
seastar_clc_contig_10863	1	91	4	0	7	2
seastar_clc_contig_10864	42	620	27	10	27	4
seastar_clc_contig_10865	265	1401	136	179	192	103
seastar_clc_contig_10866	4	42	1	2	0	0
seastar_clc_contig_10867	30	243	21	1	4	2
seastar_clc_contig_10868	18	185	7	50	39	14
seastar_clc_contig_10869	21	146	9	25	18	30
seastar_clc_contig_1087	328	1370	332	102	220	163
seastar_clc_contig_10870	4	18	0	4	0	1
seastar_clc_contig_10871	48	435	89	67	108	75
seastar_clc_contig_10872	8	226	7	24	39	3
seastar_clc_contig_10873	190	659	85	13	41	34
seastar_clc_contig_10874	11	143	18	14	13	12
seastar_clc_contig_10875	32	151	11	4	24	17
seastar_clc_contig_10876	110	262	24	13	37	31
seastar_clc_contig_10877	23	276	35	5	15	12
seastar_clc_contig_10878	8	36	9	3	14	4
seastar_clc_contig_10879	42	432	19	16	37	16
seastar_clc_contig_1088	408	2920	200	131	141	106
seastar_clc_contig_10880	52	163	192	67	97	68
seastar_clc_contig_10881	18	171	14	3	0	1
seastar_clc_contig_10882	361	1736	208	8	277	24
seastar_clc_contig_10883	6	50	3	35	21	11
seastar_clc_contig_10884	18	61	2	0	0	3
seastar_clc_contig_10885	392	2610	255	75	221	174
seastar_clc_contig_10886	125	569	120	15	23	25
seastar_clc_contig_10887	78	10	0	25	11	3
seastar_clc_contig_10888	198	1225	160	9	9	11
seastar_clc_contig_10889	15	100	2	3	8	5
seastar_clc_contig_1089	0	147	1	3	0	3
seastar_clc_contig_10890	213	867	80	10	20	25
seastar_clc_contig_10891	53	307	11	7	8	7
seastar_clc_contig_10892	13	378	11	11	45	22
seastar_clc_contig_10893	3	52	3	7	6	6
seastar_clc_contig_10894	50	320	22	6	6	8
seastar_clc_contig_10895	278	1040	111	37	60	54
seastar_clc_contig_10896	145	206	21	23	53	28
seastar_clc_contig_10897	12	121	4	6	8	1
seastar_clc_contig_10898	0	27	3	0	4	3
seastar_clc_contig_10899	32	125	19	27	25	49
seastar_clc_contig_109	356	3765	242	239	425	287
seastar_clc_contig_1090	9515	33591	5150	2589	4706	3287
seastar_clc_contig_10900	16	72	1	4	7	3
seastar_clc_contig_10901	85	256	55	10	4	5
seastar_clc_contig_10902	55	48	14	5	17	6
seastar_clc_contig_10903	47	396	56	21	33	11
seastar_clc_contig_10904	276	1092	157	65	138	76
seastar_clc_contig_10905	0	0	0	29	6	1
seastar_clc_contig_10906	32	184	12	23	0	11
seastar_clc_contig_10907	128	592	53	27	69	41
seastar_clc_contig_10908	1289	5219	637	69	242	159
seastar_clc_contig_10909	8	57	1	0	0	5
seastar_clc_contig_1091	2331	11262	1593	2955	3518	1732
seastar_clc_contig_10910	159	540	61	29	70	51
seastar_clc_contig_10911	1	6	1	19	31	20
seastar_clc_contig_10912	25	158	13	1	0	3
seastar_clc_contig_10913	0	1	6	26	14	19
seastar_clc_contig_10914	61	459	47	7	24	40
seastar_clc_contig_10915	47	579	21	7	58	24
seastar_clc_contig_10916	27	112	15	1	9	15
seastar_clc_contig_10917	23	281	14	40	20	12
seastar_clc_contig_10918	183	1082	135	35	82	52
seastar_clc_contig_10919	20	183	8	12	43	6
seastar_clc_contig_1092	34	182	12	26	18	44
seastar_clc_contig_10920	145	116	41	12	31	20
seastar_clc_contig_10921	53	773	36	23	84	25
seastar_clc_contig_10922	65	191	28	60	47	28
seastar_clc_contig_10923	47	291	29	4	24	16
seastar_clc_contig_10924	18	142	0	0	0	0
seastar_clc_contig_10925	52	1047	44	31	98	24
seastar_clc_contig_10926	394	954	146	41	47	60
seastar_clc_contig_10927	135	2600	48	43	239	48
seastar_clc_contig_10928	101	500	69	28	21	7
seastar_clc_contig_10929	13	44	1	1	0	8
