Contig	HK_CF2	HK_CF35	HK_CF70	V_CF26	V_CF34	V_CF71
Phel_clc_contig_5425	1497.0729	2389.0522	3355.3037	300.042	262.1601	155.9901
Phel_clc_contig_9571	103.5175	237.9014	349.9472	99.043	41.0954	23.6947
Phel_clc_contig_18268	72.7243	63.4906	198.3856	20.3912	34.01	13.8219
Phel_clc_contig_3867	310.5525	277.6771	582.8347	139.8254	121.869	114.5244
Phel_clc_contig_570	10882.4424	7067.9058	30253.1836	2024.5553	882.8417	681.2224
Phel_clc_contig_714	13445.4834	11458.291	34802.4961	4419.0654	1385.9056	1935.0667
Phel_clc_contig_5527	57.0001	102.8899	447.2917	11.6521	2.8342	27.6438
Phel_clc_contig_7739	1830.5565	2117.6489	9900.7949	419.4762	330.18	114.5244
Phel_clc_contig_1244	41.276	17.1901	3.6966	375.7808	49.5979	88.8551
Phel_clc_contig_1291	169.0349	104.0191	94.8801	2878.0728	464.8027	635.8076
Phel_clc_contig_188	189.3453	218.7037	182.3669	2181.8589	435.044	620.0112
Phel_clc_contig_10096	32.7587	76.54	36.9663	436.9544	89.2761	132.2954
Phel_clc_contig_13975	12.4483	24.8441	14.7865	151.4775	31.1758	43.4403
Phel_clc_contig_12562	9.8276	45.5476	33.2696	270.9117	66.6028	78.9823
Phel_clc_contig_3450	51.7588	203.3957	146.6328	1127.3423	263.5771	323.8275
Phel_clc_contig_13040	10.4828	17.692	7.3933	107.7821	34.01	33.5675
Phel_clc_contig_3395	47.1725	82.4374	29.573	492.3019	140.2911	136.2445
Phel_clc_contig_15442	5.2414	12.1711	1.2322	93.2169	22.6733	27.6438
Phel_clc_contig_2449	56.345	82.6883	33.2696	521.4322	138.874	173.7611
Phel_clc_contig_6649	3.931	11.5437	2.4644	166.0427	29.7587	45.4148
Phel_clc_contig_10261	13.1035	25.0951	9.8577	241.7814	26.9245	82.9314
Phel_clc_contig_2843	32.7587	55.7111	24.6442	291.3029	65.1857	110.5752
Phel_clc_contig_129	2160.7642	1278.5946	1293.819	12590.1123	2292.8376	5139.7739
Phel_clc_contig_7497	0	2.2586	0	61.1736	1.4171	23.6947
Phel_clc_contig_1621	2665.2483	2288.9229	2697.3044	9076.999	4401.4551	4958.1147
Phel_clc_contig_15160	0	0.1255	0	23.3042	5.6683	9.8728
Phel_clc_contig_1748	28.1725	7.654	13.5543	1532.2533	348.602	623.9603
Phel_clc_contig_15246	1.9655	5.5209	6.161	81.5648	25.5075	37.5166
Phel_clc_contig_3848	189.3453	210.1713	279.7113	1299.2109	487.476	639.7567
Phel_clc_contig_1067	7.8621	24.0913	6.161	168.9557	39.6783	75.0332
Phel_clc_contig_13229	0	3.6388	1.2322	34.9563	9.9196	15.7965
Phel_clc_contig_17294	5.2414	11.9202	7.3933	84.4778	32.5929	41.4657
Phel_clc_contig_13004	12.4483	17.5666	9.8577	69.9127	32.5929	37.5166
Phel_clc_contig_6210	142.1728	185.5782	121.9886	509.7801	256.4917	311.9801
Phel_clc_contig_1729	41.276	107.6579	41.8951	518.5192	195.5572	229.0487
Phel_clc_contig_9743	20.3104	41.7833	19.7153	166.0427	63.7687	77.0078
Phel_clc_contig_10674	16.3794	17.3156	6.161	198.086	73.6882	73.0586
Phel_clc_contig_4987	25.5518	51.194	23.412	550.5625	209.728	197.4558
Phel_clc_contig_14379	0	4.0152	1.2322	125.2603	43.9295	45.4148
Phel_clc_contig_15496	0	1.1293	0	32.0433	11.3367	11.8473
Phel_clc_contig_3007	68.7933	116.5667	99.8089	748.6485	330.18	333.7003
Phel_clc_contig_3167	207.6902	270.0231	269.8537	1596.34	668.8624	746.3829
Phel_clc_contig_1675	182.7936	149.8177	146.6328	1826.4692	722.7115	770.0775
Phel_clc_contig_5542	3.931	0.5019	3.6966	320.4332	107.6982	110.5752
Phel_clc_contig_2132	95.6554	121.5857	98.5767	1584.6879	544.1592	505.4868
Phel_clc_contig_9315	35.3794	34.6312	34.5018	407.8241	151.6277	132.2954
Phel_clc_contig_625	431.1046	499.6432	528.6174	2787.7688	1278.2074	1228.1749
Phel_clc_contig_7258	51.7588	67.5058	67.7715	512.6931	209.728	195.4812
Phel_clc_contig_11874	0	0.251	0	52.4345	11.3367	17.771
Phel_clc_contig_2327	83.2071	112.9279	101.0411	678.7358	225.3159	286.3109
Phel_clc_contig_282	52.4139	68.2586	261.2282	17143.1758	4255.4956	5127.9268
Phel_clc_contig_3713	65.5174	78.2967	43.1273	707.8661	229.5672	268.5399
Phel_clc_contig_4663	26.8621	51.3195	25.8764	550.5625	161.5473	171.7865
Phel_clc_contig_6226	123.1727	150.696	124.4531	687.4749	280.5821	290.26
Phel_clc_contig_4364	11.7931	27.3536	22.1798	192.2599	65.1857	75.0332
Phel_clc_contig_1300	437.0011	547.0729	564.3515	2942.1594	1200.2679	1087.9813
Phel_clc_contig_13906	7.2069	16.4373	24.6442	326.2593	97.7786	82.9314
Phel_clc_contig_3928	17.0345	36.2624	39.4307	579.6928	160.1302	150.0664
Phel_clc_contig_3591	59.6208	62.7377	97.3445	649.6055	236.6526	229.0487
Phel_clc_contig_831	180.1729	240.2854	552.0294	4643.3687	1408.579	1332.8265
Phel_clc_contig_2389	15.7242	8.7833	65.3071	905.9521	240.9038	187.583
Phel_clc_contig_9286	16.3794	17.0647	25.8764	131.0863	43.9295	41.4657
Phel_clc_contig_1874	851.7263	787.1074	656.7672	5531.8423	2254.5764	1733.6617
Phel_clc_contig_4360	72.0692	111.9241	76.3969	1272.9938	415.2049	335.6748
Phel_clc_contig_632	6.5517	9.4107	3.6966	3644.1995	1082.6501	807.5941
Phel_clc_contig_2030	150.0349	150.9469	121.9886	1322.5153	453.4661	428.479
Phel_clc_contig_7129	7.8621	2.8859	6.161	442.7804	109.1153	102.677
Phel_clc_contig_10101	0	0	0	43.6954	5.6683	0
Phel_clc_contig_16985	0	0	1.2322	75.7388	9.9196	5.9237
Phel_clc_contig_4914	4.5862	11.5437	16.0187	267.9987	46.7637	21.7201
Phel_clc_contig_10685	0	0.3764	0	81.5648	15.5879	0
Phel_clc_contig_1992	7.8621	13.8023	16.0187	235.9554	55.2662	11.8473
Phel_clc_contig_5816	3.931	11.9202	4.9288	203.912	45.3466	9.8728
Phel_clc_contig_25	0	1.7567	4.9288	233.0423	55.2662	11.8473
Phel_clc_contig_6080	0.6552	3.6388	1.2322	166.0427	43.9295	7.8982
Phel_clc_contig_276	2164.04	2199.7097	5740.8594	59224.7969	19086.6699	10785.0352
Phel_clc_contig_1508	89.7589	73.1522	218.1009	6123.187	1516.2771	987.2789
Phel_clc_contig_1716	52.4139	28.232	57.9138	914.6912	243.738	193.5067
Phel_clc_contig_39	84.5175	92.3499	92.4156	1715.7742	529.9885	298.1582
Phel_clc_contig_9736	0	0.3764	0	87.3909	22.6733	11.8473
Phel_clc_contig_1074	980.7957	925.3813	1033.823	4946.3232	2285.7522	1502.6384
Phel_clc_contig_106	191.3108	165.5021	304.3555	6146.4917	1949.9041	910.2711
Phel_clc_contig_2691	0	0	0	46.6085	14.1708	5.9237
Phel_clc_contig_433	1.3103	5.5209	3.6966	12059.9404	3680.1604	1565.8243
Phel_clc_contig_193	47.1725	120.08	66.5393	4279.2397	1499.2721	487.7158
Phel_clc_contig_2796	5.2414	13.5513	8.6255	361.2156	114.7836	33.5675
Phel_clc_contig_2593	28.8277	49.6883	48.0561	1707.035	544.1592	189.5575
Phel_clc_contig_913	0	5.6464	7.3933	1666.2527	484.6418	171.7865
Phel_clc_contig_1365	134.9659	245.9318	157.7227	2406.1621	700.0382	333.7003
Phel_clc_contig_14220	0	1.5057	0	52.4345	12.7537	5.9237
Phel_clc_contig_765	36.6898	85.8252	44.3595	1031.2123	317.4262	154.0155
Phel_clc_contig_5341	37.3449	47.9316	22.1798	495.215	147.3765	77.0078
Phel_clc_contig_697	60.9312	101.886	40.6629	806.9091	247.9892	132.2954
Phel_clc_contig_5167	62.8967	56.3385	39.4307	422.3892	154.4619	82.9314
Phel_clc_contig_904	40.6208	57.5932	14.7865	664.1707	211.1451	92.8042
Phel_clc_contig_6038	13.7587	40.7795	12.3221	250.5205	83.6078	31.5929
Phel_clc_contig_1060	18.3449	20.578	22.1798	2007.077	382.612	375.166
Phel_clc_contig_1261	82.5519	199.1295	125.6853	3626.7212	775.1436	623.9603
Phel_clc_contig_17964	0	1.2548	0	40.7824	8.5025	5.9237
Phel_clc_contig_2191	15.7242	40.7795	16.0187	1267.1677	263.5771	191.5321
Phel_clc_contig_3462	14.4138	49.9392	24.6442	568.0407	131.7886	116.4989
Phel_clc_contig_2885	54.3795	143.042	40.6629	1686.6439	435.044	276.4381
Phel_clc_contig_4793	20.3104	56.9658	54.2172	530.1713	143.1252	106.6261
Phel_clc_contig_17045	0	1.6312	0	40.7824	4.2512	3.9491
Phel_clc_contig_7179	22.9311	45.6731	28.3408	436.9544	69.437	71.0841
Phel_clc_contig_3349	2.6207	9.2852	6.161	81.5648	17.005	15.7965
Phel_clc_contig_6497	22.9311	53.7035	39.4307	521.4322	109.1153	98.7279
Phel_clc_contig_6291	0	2.0076	1.2322	34.9563	5.6683	5.9237
Phel_clc_contig_4397	48.4829	114.0572	30.8052	655.4316	216.8135	154.0155
Phel_clc_contig_3656	63.5519	196.9964	61.6104	1316.6892	327.3458	274.4635
Phel_clc_contig_4330	72.0692	188.715	52.985	1444.8624	362.7728	225.0996
Phel_clc_contig_8929	20.3104	40.1521	17.2509	270.9117	70.8541	47.3894
Phel_clc_contig_94	39.3104	96.2397	46.8239	573.8668	167.2156	94.7788
Phel_clc_contig_7404	9.1724	31.8708	19.7153	221.3902	68.0199	41.4657
Phel_clc_contig_10279	14.4138	5.019	34.5018	200.999	70.8541	51.3385
Phel_clc_contig_74	17571.1152	14219.7539	30258.1113	129586.1016	61226.418	44036.5898
Phel_clc_contig_8899	92.3795	59.9773	85.0224	378.6938	174.301	130.3208
Phel_clc_contig_1085	75.345	76.4145	52.985	323.3462	205.4768	154.0155
Phel_clc_contig_10262	26.8621	42.5362	14.7865	171.8687	110.5323	77.0078
Phel_clc_contig_120	5.8966	32.6236	13.5543	250.5205	165.7985	98.7279
Phel_clc_contig_12352	5.8966	12.2966	2.4644	78.6518	51.0149	29.6184
Phel_clc_contig_6577	184.7591	223.7227	171.277	702.04	507.3152	373.1914
Phel_clc_contig_641	303.3456	282.0688	211.9399	923.4302	681.6161	519.3087
Phel_clc_contig_6653	58.3105	45.5476	28.3408	238.8684	170.0498	122.4226
Phel_clc_contig_12357	25.5518	25.8479	36.9663	168.9557	109.1153	73.0586
Phel_clc_contig_2258	325.6215	282.4452	326.5352	838.9524	609.345	493.6394
Phel_clc_contig_12933	9.1724	22.3346	14.7865	238.8684	133.2057	86.8805
Phel_clc_contig_2176	0	4.5171	4.9288	93.2169	49.5979	29.6184
Phel_clc_contig_124	10.4828	8.0304	20.9475	4060.7627	2119.9539	1311.1063
Phel_clc_contig_2548	48.4829	244.8026	52.985	16304.2236	9004.1357	4890.9795
Phel_clc_contig_3494	24.8966	33.7529	28.3408	259.2596	150.2106	96.7533
Phel_clc_contig_2029	1.3103	30.7415	14.7865	562.2146	344.3508	197.4558
Phel_clc_contig_18	26.207	12.2966	43.1273	129746.3203	74298.9922	46536.3789
Phel_clc_contig_2365	35.3794	38.6464	75.1647	2050.7725	1201.6851	726.6373
Phel_clc_contig_329	13.7587	12.7985	12.3221	512.6931	314.5921	195.4812
Phel_clc_contig_2982	6.5517	13.6768	19.7153	168.9557	103.4469	82.9314
Phel_clc_contig_4215	0	4.1407	3.6966	40.7824	25.5075	17.771
Phel_clc_contig_12907	0	0.6274	0	14.5651	8.5025	5.9237
Phel_clc_contig_8470	79.9312	81.0571	69.0037	384.5198	262.1601	211.2777
Phel_clc_contig_7362	17.6897	41.4069	16.0187	317.5202	206.8939	155.9901
Phel_clc_contig_11036	23.5863	53.9544	30.8052	171.8687	113.3665	77.0078
Phel_clc_contig_1854	12.4483	33.7529	14.7865	151.4775	99.1957	57.2622
Phel_clc_contig_10344	31.4484	91.9735	56.6816	273.8247	192.7231	134.2699
Phel_clc_contig_6668	4.5862	31.3689	13.5543	131.0863	93.5274	55.2876
Phel_clc_contig_5388	62.8967	102.137	59.146	323.3462	255.0746	159.9392
Phel_clc_contig_26	258.7938	709.0616	326.5352	3539.3303	1949.9041	1654.6794
Phel_clc_contig_3957	18.3449	44.7947	22.1798	212.6511	126.1202	110.5752
Phel_clc_contig_9208	31.4484	53.0761	20.9475	297.129	179.9693	155.9901
Phel_clc_contig_1687	365.5872	637.7916	425.1119	1689.5569	1234.278	997.1517
Phel_clc_contig_818	235.8627	387.7191	283.408	996.256	718.4603	592.3673
Phel_clc_contig_7615	36.6898	67.1294	33.2696	186.4339	126.1202	104.6516
Phel_clc_contig_6855	6.5517	22.0837	6.161	78.6518	45.3466	33.5675
Phel_clc_contig_10782	9.8276	3.6388	0	288.3899	131.7886	104.6516
Phel_clc_contig_1695	153.9659	272.0307	200.85	1441.9495	687.2845	580.52
Phel_clc_contig_11006	4.5862	9.1597	7.3933	180.6078	77.9395	59.2367
Phel_clc_contig_420	15.7242	46.9278	33.2696	847.6915	369.8582	280.3872
Phel_clc_contig_2379	49.7932	73.5286	75.1647	1843.9474	776.5606	631.8585
Phel_clc_contig_4813	248.311	296.373	282.1758	2050.7725	1011.7961	918.1694
Phel_clc_contig_1865	163.1384	291.9813	157.7227	2473.1616	1268.2878	902.3729
Phel_clc_contig_4572	117.9313	170.8975	129.3819	885.5609	484.6418	396.8861
Phel_clc_contig_309	305.3111	380.567	481.7935	3323.7664	1762.8492	1526.3331
Phel_clc_contig_6923	34.0691	36.0114	38.1985	142.7384	90.6932	78.9823
Phel_clc_contig_18565	2.6207	5.5209	16.0187	84.4778	42.5124	33.5675
Phel_clc_contig_3275	34.0691	51.9468	89.9512	678.7358	347.1849	246.8197
Phel_clc_contig_2283	197.8626	125.4754	299.4267	1683.7308	806.3193	663.4514
Phel_clc_contig_4889	95.0002	102.5134	139.2396	661.2576	318.8433	270.5144
Phel_clc_contig_777	670.8983	897.6512	1250.6917	5601.7549	2783.1479	2294.4363
Phel_clc_contig_1955	22.2759	34.6312	14.7865	180.6078	96.3615	90.8297
Phel_clc_contig_5637	53.7243	69.137	27.1086	568.0407	290.5017	250.7688
Phel_clc_contig_4833	21.6207	26.0989	18.4831	180.6078	93.5274	90.8297
Phel_clc_contig_2046	715.4501	687.4799	576.6736	3084.8979	1587.1312	1548.0533
Phel_clc_contig_7110	53.0691	62.2358	20.9475	463.1716	209.728	221.1505
Phel_clc_contig_1604	57.0001	92.8518	54.2172	288.3899	158.7131	159.9392
Phel_clc_contig_3421	53.0691	121.4602	80.0936	477.7368	266.4113	234.9724
Phel_clc_contig_484	161.1728	388.9738	237.8162	1488.5579	776.5606	718.739
Phel_clc_contig_5442	49.1381	87.7073	55.4494	401.998	212.5622	187.583
Phel_clc_contig_5519	30.7932	48.9354	25.8764	203.912	109.1153	98.7279
Phel_clc_contig_9235	83.8623	115.1864	75.1647	425.3022	213.9793	205.354
Phel_clc_contig_493	29.4828	93.7301	41.8951	314.6071	148.7935	159.9392
Phel_clc_contig_5166	49.7932	121.8366	70.2359	474.8238	238.0697	276.4381
Phel_clc_contig_9953	30.7932	78.4221	50.5205	279.6508	138.874	152.041
Phel_clc_contig_12273	0	2.7605	3.6966	40.7824	21.2562	21.7201
Phel_clc_contig_6433	31.4484	67.3803	64.0748	329.1723	192.7231	183.6339
Phel_clc_contig_9055	19.6552	46.8023	46.8239	177.6948	107.6982	108.6007
Phel_clc_contig_8842	113.3451	134.3842	166.3481	361.2156	252.2405	246.8197
Phel_clc_contig_6428	40.6208	58.9735	12.3221	203.912	114.7836	98.7279
Phel_clc_contig_1721	728.5536	519.2173	645.6772	1779.8608	1390.1569	1044.541
Phel_clc_contig_216	9649.4043	4555.5112	9457.2002	36051.6484	23275.5625	17865.7988
Phel_clc_contig_130	91.0692	49.3118	149.0972	1171.0377	718.4603	240.8961
Phel_clc_contig_17240	7.2069	4.5171	14.7865	66.9997	48.1808	13.8219
Phel_clc_contig_12358	0.6552	3.7643	4.9288	75.7388	45.3466	19.7456
Phel_clc_contig_18718	4.5862	5.6464	6.161	34.9563	19.8391	11.8473
Phel_clc_contig_1420	2546.6619	2670.1172	2720.7163	9936.3428	6429.2983	4152.4951
Phel_clc_contig_291	75.345	61.7339	139.2396	31105.3242	15824.5479	5627.4897
Phel_clc_contig_15690	7.2069	6.1483	8.6255	52.4345	31.1758	17.771
Phel_clc_contig_2714	83.8623	76.9164	86.2546	894.2999	524.3201	276.4381
Phel_clc_contig_5174	233.242	186.4565	255.0672	815.6481	521.486	367.2678
Phel_clc_contig_6192	9.1724	4.8935	9.8577	55.3476	28.3416	15.7965
Phel_clc_contig_12782	23.5863	24.8441	16.0187	113.6081	79.3566	43.4403
Phel_clc_contig_3218	25.5518	31.2434	22.1798	198.086	134.6227	59.2367
Phel_clc_contig_3757	87.1382	69.2624	65.3071	468.9977	344.3508	152.041
Phel_clc_contig_7541	3.2759	1.1293	0	26.2173	15.5879	5.9237
Phel_clc_contig_4533	127.1038	165.6276	199.6178	637.9534	433.6269	284.3363
Phel_clc_contig_4710	5.8966	14.1787	28.3408	107.7821	62.3516	37.5166
Phel_clc_contig_61	437.0011	354.3426	1230.9763	5223.061	3345.7292	2079.2095
Phel_clc_contig_15258	0	1.1293	0	32.0433	12.7537	1.9746
Phel_clc_contig_1639	239.1385	259.7341	216.8687	1674.9917	799.2339	379.1151
Phel_clc_contig_202	346.5871	738.7993	1016.572	18748.2559	7514.7827	2401.0623
Phel_clc_contig_360	11.7931	85.3233	197.1534	4829.8022	1825.2008	556.8253
Phel_clc_contig_16802	0.6552	0.8783	0	43.6954	15.5879	1.9746
Phel_clc_contig_22525	0	0.5019	0	29.1303	9.9196	1.9746
Phel_clc_contig_6065	9.1724	17.4411	4.9288	206.8251	75.1053	15.7965
Phel_clc_contig_3118	32.1035	61.9849	50.5205	565.1276	225.3159	47.3894
Phel_clc_contig_4866	0	0.8783	0	119.4342	38.2612	0
Phel_clc_contig_15919	0	4.1407	4.9288	87.3909	35.427	3.9491
Phel_clc_contig_7904	1.9655	11.0418	6.161	96.13	38.2612	9.8728
Phel_clc_contig_3782	3.931	9.1597	1.2322	81.5648	36.8441	9.8728
Phel_clc_contig_4180	11.138	27.7301	6.161	157.3036	66.6028	27.6438
Phel_clc_contig_1504	41.276	7.5285	19.7153	221.3902	103.4469	37.5166
Phel_clc_contig_8143	148.7245	57.5932	123.2208	978.7778	539.908	173.7611
Phel_clc_contig_12147	1.3103	4.1407	1.2322	69.9127	34.01	0
Phel_clc_contig_10981	7.2069	12.7985	8.6255	209.7381	109.1153	25.6693
Phel_clc_contig_2427	9.8276	30.7415	6.161	317.5202	165.7985	33.5675
Phel_clc_contig_4200	10.4828	23.5894	9.8577	203.912	106.2811	23.6947
Phel_clc_contig_7628	11.7931	15.559	4.9288	122.3472	62.3516	13.8219
Phel_clc_contig_13864	1.3103	3.5133	0	43.6954	25.5075	1.9746
Phel_clc_contig_7180	49.7932	68.5096	32.0374	317.5202	205.4768	67.135
Phel_clc_contig_5602	34.7242	51.4449	25.8764	358.3026	245.1551	57.2622
Phel_clc_contig_240	0	1.2548	8.6255	343.7374	198.3914	13.8219
Phel_clc_contig_9026	2.6207	1.8821	3.6966	174.7818	109.1153	15.7965
Phel_clc_contig_2712	13.7587	28.9848	7.3933	154.3905	87.859	31.5929
Phel_clc_contig_5042	15.069	39.2738	16.0187	192.2599	128.9544	49.3639
Phel_clc_contig_14650	0.6552	5.27	4.9288	49.5215	22.6733	9.8728
Phel_clc_contig_15018	0.6552	2.384	2.4644	29.1303	12.7537	5.9237
Phel_clc_contig_2203	117.2762	183.0686	220.5653	920.5172	422.2903	292.2346
Phel_clc_contig_7558	0.6552	7.2776	8.6255	75.7388	28.3416	13.8219
Phel_clc_contig_1019	874.0023	723.7423	796.0067	4113.1973	2362.2747	1563.8497
Phel_clc_contig_4727	16.3794	11.2928	14.7865	422.3892	204.0597	100.7024
Phel_clc_contig_1224	72.0692	94.3575	80.0936	1002.082	452.049	248.7943
Phel_clc_contig_1112	135.621	184.5744	129.3819	5569.7119	2518.1536	1494.7402
Phel_clc_contig_2826	5.8966	12.5475	8.6255	221.3902	99.1957	57.2622
Phel_clc_contig_3712	7.2069	23.4639	23.412	1383.6888	596.5912	321.8529
Phel_clc_contig_458	92.3795	173.5325	134.3107	3955.8936	1785.5226	931.9913
Phel_clc_contig_884	13.1035	21.7072	9.8577	241.7814	120.4519	55.2876
Phel_clc_contig_3071	296.1387	343.1753	417.7187	2007.077	1013.2132	698.9935
Phel_clc_contig_296	0	1.0038	1.2322	10300.4707	3654.6528	1565.8243
Phel_clc_contig_3665	17.0345	25.346	11.0899	375.7808	145.9594	94.7788
Phel_clc_contig_148	13.1035	15.0571	19.7153	3090.7239	1171.9263	598.291
Phel_clc_contig_684	2584.6619	2271.8582	2109.541	17597.6094	7959.7461	5386.5938
Phel_clc_contig_634	21.6207	42.0343	49.2883	3778.1987	1347.6444	795.7468
Phel_clc_contig_324	7.2069	13.9278	16.0187	16479.0059	6510.0718	4152.4951
Phel_clc_contig_750	2793.0073	2281.1433	2720.7163	18180.2148	8418.8809	6431.1348
Phel_clc_contig_1378	133.0004	245.6809	115.8276	1686.6439	657.5258	387.0133
Phel_clc_contig_1605	387.8631	429.7534	381.9846	2379.9448	1041.5548	716.7645
Phel_clc_contig_4627	24.8966	47.8061	24.6442	559.3016	199.8085	114.5244
Phel_clc_contig_1649	171.0004	206.909	146.6328	818.5612	399.6169	302.1073
Phel_clc_contig_9242	59.6208	70.8936	19.7153	655.4316	247.9892	165.8629
Phel_clc_contig_4093	118.5865	316.3235	62.8426	2502.292	845.9976	558.7999
Phel_clc_contig_4815	50.4484	90.3423	35.734	550.5625	215.3964	157.9646
Phel_clc_contig_1507	74.6898	213.6847	112.131	1718.6871	709.9578	422.5554
Phel_clc_contig_8135	34.7242	47.9316	33.2696	215.5642	104.864	73.0586
Phel_clc_contig_5239	28.8277	60.1027	43.1273	378.6938	168.6327	96.7533
Phel_clc_contig_6400	21.6207	63.2396	40.6629	326.2593	128.9544	98.7279
Phel_clc_contig_6665	23.5863	68.7605	23.412	308.7811	133.2057	84.906
Phel_clc_contig_16777	7.2069	17.8175	14.7865	75.7388	38.2612	35.542
Phel_clc_contig_4022	49.7932	102.388	93.6479	451.5195	222.4818	181.6593
Phel_clc_contig_3307	30.7932	73.6541	30.8052	285.4769	140.2911	116.4989
Phel_clc_contig_812	490.7254	858.8793	485.4901	2988.7678	1492.1868	1259.7678
Phel_clc_contig_6982	26.8621	54.5818	33.2696	183.5208	93.5274	75.0332
Phel_clc_contig_2554	26.8621	87.8328	23.412	672.9097	262.1601	207.3286
Phel_clc_contig_8057	34.0691	76.6655	38.1985	308.7811	133.2057	112.5498
Phel_clc_contig_8681	23.5863	39.0229	11.0899	221.3902	85.0249	75.0332
Phel_clc_contig_11386	11.7931	19.5742	7.3933	90.3039	46.7637	33.5675
Phel_clc_contig_2240	49.7932	74.156	32.0374	305.8681	171.4669	116.4989
Phel_clc_contig_16229	1.9655	5.5209	1.2322	32.0433	17.005	9.8728
Phel_clc_contig_3628	27.5173	79.175	28.3408	451.5195	226.733	148.0918
Phel_clc_contig_2208	165.759	268.8939	139.2396	900.126	490.3102	347.5222
Phel_clc_contig_8080	17.6897	37.5172	19.7153	139.8254	76.5224	49.3639
Phel_clc_contig_4404	57.6553	105.0229	48.0561	442.7804	240.9038	130.3208
Phel_clc_contig_894	178.2074	235.3919	161.4193	795.257	440.7123	294.2091
Phel_clc_contig_2438	2.6207	20.578	9.8577	139.8254	69.437	41.4657
Phel_clc_contig_17809	9.8276	16.3118	8.6255	75.7388	45.3466	27.6438
Phel_clc_contig_7766	28.8277	54.3309	29.573	279.6508	165.7985	96.7533
Phel_clc_contig_3932	37.3449	110.7948	38.1985	865.1697	452.049	264.5908
Phel_clc_contig_8813	18.3449	30.9924	12.3221	209.7381	113.3665	65.1604
Phel_clc_contig_9547	73.3795	104.521	91.1834	468.9977	290.5017	181.6593
Phel_clc_contig_2977	315.7939	601.6547	197.1534	1890.5559	1146.4188	700.968
Phel_clc_contig_4703	20.3104	56.0875	17.2509	206.8251	117.6178	65.1604
Phel_clc_contig_7137	55.6898	123.2169	40.6629	436.9544	243.738	150.0664
Phel_clc_contig_19685	4.5862	1.8821	1.2322	46.6085	7.0854	33.5675
Phel_clc_contig_15221	2.6207	2.2586	0	32.0433	5.6683	17.771
Phel_clc_contig_6408	14.4138	24.5932	6.161	163.1296	29.7587	92.8042
Phel_clc_contig_4716	50.4484	58.7225	61.6104	288.3899	77.9395	179.6848
Phel_clc_contig_2201	2090.0054	1793.2948	2799.5776	8931.3477	3368.4026	5734.1157
Phel_clc_contig_3578	13.1035	2.384	14.7865	163.1296	38.2612	86.8805
Phel_clc_contig_1665	322.3457	483.4568	982.0702	3615.0691	1145.0018	2217.4285
Phel_clc_contig_9657	2.6207	5.019	9.8577	58.2606	15.5879	29.6184
Phel_clc_contig_16015	15.7242	17.0647	11.0899	61.1736	31.1758	41.4657
Phel_clc_contig_16939	4.5862	7.654	3.6966	34.9563	17.005	21.7201
Phel_clc_contig_2747	60.9312	86.7035	54.2172	294.2159	145.9594	197.4558
Phel_clc_contig_1761	12.4483	19.4487	6.161	401.998	128.9544	231.0233
Phel_clc_contig_2802	21.6207	61.9849	41.8951	1007.9081	357.1045	594.3419
Phel_clc_contig_1654	57.6553	100.3803	82.558	2021.6422	687.2845	983.3298
Phel_clc_contig_365	49.1381	51.3195	55.4494	326.2593	137.4569	187.583
Phel_clc_contig_3127	51.1036	11.2928	13.5543	553.4755	209.728	308.031
Phel_clc_contig_255	628.312	551.2136	815.722	11768.6377	5357.9849	7605.9966
Phel_clc_contig_1808	18.3449	80.3043	80.0936	3600.5039	1670.739	1984.4305
Phel_clc_contig_20	132.3452	520.3466	682.6435	41775.75	18677.1328	22164.4121
Phel_clc_contig_12741	4.5862	9.1597	7.3933	52.4345	24.0904	31.5929
Phel_clc_contig_5641	26.207	55.4601	27.1086	568.0407	252.2405	323.8275
Phel_clc_contig_315	15.7242	63.4906	17.2509	914.6912	381.1949	438.3518
Phel_clc_contig_2323	14.4138	40.5286	20.9475	259.2596	134.6227	150.0664
Phel_clc_contig_7024	82.5519	116.4412	101.0411	369.9547	232.4014	258.6671
Phel_clc_contig_9195	25.5518	30.4905	23.412	125.2603	75.1053	82.9314
Phel_clc_contig_4099	95.6554	122.5895	117.0598	1188.5159	358.5216	758.2302
Phel_clc_contig_9982	28.8277	24.9696	25.8764	84.4778	45.3466	67.135
Phel_clc_contig_2232	106.7934	172.9052	198.3856	661.2576	324.5116	426.5045
Phel_clc_contig_4379	65.5174	91.9735	112.131	250.5205	154.4619	203.3795
Phel_clc_contig_1064	1065.9683	1476.2185	1386.2346	3597.5911	2363.6919	2811.7703
Phel_clc_contig_1171	10.4828	44.7947	20.9475	148.5645	82.1907	116.4989
Phel_clc_contig_16258	33.4139	57.8442	38.1985	145.6515	89.2761	120.448
Phel_clc_contig_4308	98.2761	169.2664	114.5954	428.2153	219.6476	302.1073
Phel_clc_contig_9012	17.0345	47.5552	25.8764	157.3036	77.9395	114.5244
Phel_clc_contig_9771	68.7933	134.0078	45.5917	471.9107	208.311	357.395
Phel_clc_contig_2659	34.7242	88.9621	41.8951	250.5205	161.5473	171.7865
Phel_clc_contig_2392	66.8278	258.4794	138.0074	783.6049	522.903	505.4868
Phel_clc_contig_9671	43.8967	87.4564	61.6104	250.5205	170.0498	177.7102
Phel_clc_contig_5986	76.0002	114.5591	77.6291	270.9117	168.6327	189.5575
