"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Phel_clc_contig_10517" 243.345767195311 -1.26804802123318 0.421146034032979 -3.01094612975479 0.00260435052507916 0.0186988620433741
"Phel_clc_contig_10536" 79.4089185285588 -1.46446054685744 0.465076067146546 -3.14886241264268 0.00163907345459271 0.0130763994904279
"Phel_clc_contig_10538" 60.1206703375525 1.78785395141359 0.66718029428835 2.67971636260721 0.00736845667474611 0.0416810026961751
"Phel_clc_contig_1054" 1097.75396254485 -1.53295083741128 0.308245740291311 -4.97314524431885 6.58752672300387e-07 1.98079462067023e-05
"Phel_clc_contig_1056" 4973.5702678917 1.37127720381939 0.421715122512039 3.25166713408586 0.00114730299256044 0.0098707619532355
"Phel_clc_contig_10569" 35.8259159966245 1.87829443166747 0.617476798925794 3.04188665053502 0.00235100407051115 0.0172824774850132
"Phel_clc_contig_10574" 34.071730228191 1.71552948146376 0.570346465426135 3.00787255722186 0.00263083438203114 0.0188223937476093
"Phel_clc_contig_10582" 346.849493529622 -1.20321808959805 0.314142972367232 -3.83016077211968 0.000128059562740952 0.00170080628385606
"Phel_clc_contig_10583" 63.3483465521306 -1.41595436954508 0.455514992952954 -3.10846929618257 0.00188059185233479 0.0145276240476345
"Phel_clc_contig_10590" 46.2112269851129 3.65306440124 0.690871192963488 5.28762009249539 1.23918005129005e-07 4.47771301981671e-06
"Phel_clc_contig_106" 1599.03844900811 3.13228820225151 0.607646368195422 5.15478799215691 2.53918042379561e-07 8.55565005175377e-06
"Phel_clc_contig_1060" 465.970486301233 4.52375837098847 0.616623877935454 7.33633343252077 2.19524718631996e-13 2.94923016223677e-11
"Phel_clc_contig_10601" 167.850961714121 -1.06471114258476 0.321257140961293 -3.31420225990569 0.000919050007631458 0.00826671676392278
"Phel_clc_contig_10606" 127.784633116626 1.45568952268699 0.403479654125574 3.6078387294194 0.000308758300318285 0.0034530183874443
"Phel_clc_contig_10610" 44.8911563687366 2.13008502971395 0.578280164892491 3.683482780548 0.000230068832198157 0.00271956152578058
"Phel_clc_contig_10616" 88.9697119771306 2.74689019490464 0.593019882334997 4.63203726675883 3.62084955252631e-06 8.54569424795568e-05
"Phel_clc_contig_1062" 254.508532063487 -2.52413221553393 0.510650312630011 -4.94297595263156 7.69389772522514e-07 2.2552266926611e-05
"Phel_clc_contig_10621" 40.5762420260585 2.76601091279713 0.489144656800029 5.65479122452711 1.56035820502861e-08 7.33228413923536e-07
"Phel_clc_contig_10626" 314.256328428596 -0.986961680953638 0.333735262212534 -2.9573191469504 0.00310326734703942 0.0213380174078911
"Phel_clc_contig_10629" 165.415753729393 -1.27687118162013 0.394681316657515 -3.23519540381014 0.00121559508207684 0.0103310793715192
"Phel_clc_contig_10633" 118.030579397223 -1.51053917130143 0.399982670067752 -3.77651154497661 0.000159040191069085 0.00202132463579496
"Phel_clc_contig_10639" 5.5847978733867 -2.22301374066144 0.793979461785645 -2.79983783920798 0.00511282839553646 0.0313998739371323
"Phel_clc_contig_1064" 2112.7513280641 1.10522281955893 0.3241477814219 3.40962635841832 0.000650519352657157 0.00632355500602444
"Phel_clc_contig_10640" 97.1416182913221 1.21763367371488 0.466777796417667 2.60859381714326 0.00909150864419511 0.0487552896320956
"Phel_clc_contig_10643" 21.9713872212402 1.42273104170943 0.534744650511951 2.66058022337829 0.00780061419402541 0.0434884718906863
"Phel_clc_contig_10645" 891.612393675754 -2.20946228493081 0.461745188768799 -4.78502502824586 1.70966027235167e-06 4.50705157081085e-05
"Phel_clc_contig_1065" 7243.0139187524 -3.62510464076664 0.458158581751559 -7.91233600145111 2.52603516537731e-15 4.64391622771733e-13
"Phel_clc_contig_10654" 190.567209356708 -2.27449301372602 0.464984484742956 -4.89154603724758 1.00046985533069e-06 2.83732709445475e-05
"Phel_clc_contig_1067" 53.2497967453723 2.29666480853075 0.640935864402252 3.58329894781697 0.000339281929127464 0.0037326355226527
"Phel_clc_contig_10674" 63.7552109406205 2.62694063471129 0.56538879146403 4.64625523953001 3.38014748751147e-06 8.01370260670422e-05
"Phel_clc_contig_10682" 45.5216569989816 1.94717008186797 0.669294682278924 2.90928664670982 0.00362254548761711 0.0239251201815399
"Phel_clc_contig_10688" 45.4537439488362 1.93410780658216 0.534187701981195 3.62065206557348 0.000293861475908491 0.00332366368704271
"Phel_clc_contig_107" 6706.18453352757 2.27471048264637 0.612282474711047 3.71513243739316 0.000203097293394318 0.0024632598813415
"Phel_clc_contig_1070" 2881.13462291741 1.4916268283336 0.50493654035676 2.9540877102689 0.00313594863709855 0.0215062864974841
"Phel_clc_contig_10702" 226.353587704524 -1.4695768894464 0.361588082721813 -4.06422932521539 4.81914270736174e-05 0.000755984976503648
"Phel_clc_contig_1071" 695.347766059001 1.89432141502275 0.495647622967401 3.82191163085098 0.000132421146307187 0.00175096680397856
"Phel_clc_contig_10714" 916.526155809877 -1.27982276068236 0.422459907618491 -3.02945377206805 0.00244996394645313 0.0177853634879684
"Phel_clc_contig_10716" 64.4278405765586 -1.20320570771467 0.389516153262906 -3.088975123716 0.0020084825575237 0.0152845960205453
"Phel_clc_contig_10721" 36.8567879070782 -1.40683082919991 0.463907775582516 -3.03256574527855 0.00242484269525587 0.0176796703633611
"Phel_clc_contig_1073" 1827.02117044017 1.27375348509476 0.407875431793276 3.12289828169973 0.00179079626902544 0.0139896156602565
"Phel_clc_contig_1074" 1939.31251326687 1.41140666900661 0.476396990446461 2.96266915473982 0.00304984182817555 0.0210535523830379
"Phel_clc_contig_10750" 36.9201615579275 -1.48955984434931 0.502113960918824 -2.96657723203622 0.00301134718641005 0.0209048739095005
"Phel_clc_contig_10758" 41.2682163926206 2.06350532416682 0.463562879618046 4.45140328290965 8.53109548805377e-06 0.000178437823591448
"Phel_clc_contig_1076" 1755.10055269096 0.869653331056046 0.3083961223106 2.81992304099134 0.00480351682226818 0.0298996452512909
"Phel_clc_contig_10762" 105.953825372461 -2.47319282421032 0.420725734185025 -5.87839683493823 4.14258855225043e-09 2.18141635372021e-07
"Phel_clc_contig_10763" 25.7716140374272 -1.44272475414515 0.551892756950877 -2.61413967836066 0.0089452458211596 0.0481691834326472
"Phel_clc_contig_10765" 25.6424823040005 4.35926265367423 0.683596412739305 6.37695367096181 1.80645077096641e-10 1.33779488543866e-08
"Phel_clc_contig_10766" 335.461029932494 -1.24052110797351 0.428383380860387 -2.89581987396892 0.00378169398125995 0.0247445340178726
"Phel_clc_contig_1077" 1569.37291291252 1.58315791730135 0.316224058419141 5.00644361221542 5.54448941017696e-07 1.70884425086013e-05
"Phel_clc_contig_10776" 62.524563634297 2.20987773993452 0.520505644944253 4.24563645255221 2.17973807637511e-05 0.000393093818172143
"Phel_clc_contig_1078" 208.745435629433 -1.31486636808542 0.50245313356616 -2.61689355732177 0.00887340070539018 0.0478643293597457
"Phel_clc_contig_10782" 88.7477967971301 4.1019603015394 0.659707673171438 6.217845370541 5.04027882737851e-10 3.28234182884056e-08
"Phel_clc_contig_10785" 119.285482424129 -1.94384911382896 0.437552851937898 -4.442547009395 8.89002020648309e-06 0.000184838336793128
"Phel_clc_contig_10786" 133.909853891389 1.08574603409241 0.35803436491496 3.03251905539934 0.00242521784851903 0.0176796703633611
"Phel_clc_contig_10788" 73.8854852578313 -1.7267083621216 0.515241470855473 -3.35126044736788 0.00080444605068796 0.00748553630344391
"Phel_clc_contig_10792" 27.8969821764613 -1.86004843638606 0.556301263114948 -3.34359916058958 0.000826991329859591 0.00763527942343493
"Phel_clc_contig_10796" 240.169825407565 -2.27225668562559 0.390679219509486 -5.81616981952227 6.02112983743375e-09 3.07782534470577e-07
"Phel_clc_contig_108" 30220.513526828 1.07766342297008 0.409532666416298 2.63144679617478 0.00850221782400489 0.0463914296161142
"Phel_clc_contig_1080" 2779.57132427912 2.17773758193487 0.430851084581339 5.05450179857617 4.31515692511987e-07 1.38071845552156e-05
"Phel_clc_contig_10803" 112.576042121874 -1.37284318793252 0.463103559031825 -2.96444102222539 0.00303233362314125 0.0210018665148031
"Phel_clc_contig_10805" 47.4213995345772 -1.68162155777188 0.489827508468853 -3.43308925835638 0.00059674560999214 0.00591328344880154
"Phel_clc_contig_10808" 32.7263830913813 4.21538756335471 0.757833951935222 5.56241582023371 2.66065385331673e-08 1.18139795461466e-06
"Phel_clc_contig_10809" 51.8161144659976 -1.10351997006586 0.419693066032284 -2.62935001642599 0.00855482591018137 0.0465935658590388
"Phel_clc_contig_1082" 920.735331816784 2.76316641910959 0.419080923737486 6.59339583979835 4.29878388985742e-11 3.69237347391933e-09
"Phel_clc_contig_1085" 147.600577038415 1.5943202526892 0.416537378959401 3.82755626079021 0.000129421807757126 0.00171672294112268
"Phel_clc_contig_10858" 55.7430613203319 -1.56968601630504 0.471116616980625 -3.33184175579525 0.000862732978636407 0.0078716402987644
"Phel_clc_contig_10867" 14.7538774901618 -2.22759565182497 0.635822230811103 -3.50348815105644 0.000459207084759243 0.00476910905965521
"Phel_clc_contig_10868" 45.0669461614718 1.91435598612745 0.628829740824545 3.04431527621018 0.00233210600143876 0.0171676422824564
"Phel_clc_contig_10869" 33.3472924824683 1.59073440842505 0.532470716012656 2.9874589542446 0.00281307066098232 0.0198239189350597
"Phel_clc_contig_10883" 27.6761343409091 2.72164018393843 0.64555050907966 4.21599881908324 2.48675060440579e-05 0.000436859339204832
"Phel_clc_contig_10888" 90.5320626265282 -2.77689688925232 0.457148236293555 -6.07439046854192 1.24459551531733e-09 7.49546919828181e-08
"Phel_clc_contig_10890" 75.9659526542819 -1.5789505512177 0.433418171689128 -3.64301880805822 0.000269459140707748 0.0030978193477526
"Phel_clc_contig_10899" 45.1113873377249 1.61566634992659 0.508422378332365 3.17780337526843 0.00148395350245964 0.0120779407784657
"Phel_clc_contig_10908" 525.729328718488 -1.34043614296802 0.361552597017883 -3.7074443774545 0.000209361381543957 0.00252607704916422
"Phel_clc_contig_1091" 3641.76852072455 1.65078549036185 0.430204068991694 3.83721496226415 0.000124437539481068 0.00166218097670123
"Phel_clc_contig_10911" 23.5100114323462 4.75713513073591 0.608282832621404 7.82059738598075 5.25732413162119e-15 9.33754230089127e-13
"Phel_clc_contig_10912" 10.2012659641552 -1.92879592402395 0.720588661558171 -2.67669480096065 0.00743523292649686 0.0419472794168018
"Phel_clc_contig_10913" 23.294622199669 2.39055573851659 0.808428663077292 2.95703980783773 0.00310608014567406 0.0213503534578671
"Phel_clc_contig_10932" 115.295389407029 1.93563914778605 0.366277157068461 5.28462971395253 1.25959272714584e-07 4.54363930731886e-06
"Phel_clc_contig_10939" 55.2698313771182 4.08905956569967 0.520605129426925 7.85443579897273 4.01575705158061e-15 7.19335352880567e-13
"Phel_clc_contig_10940" 598.87648924168 -1.82721442790951 0.395506397385461 -4.61993646623294 3.83857569150554e-06 8.95867141899478e-05
"Phel_clc_contig_10956" 43.9424111158619 1.51895241023808 0.560685347124939 2.70909952975748 0.00674660974438481 0.0389117519533553
"Phel_clc_contig_10957" 8.9464503775151 3.59710703216188 0.766933787610705 4.69024456904978 2.72878686552688e-06 6.64999013112933e-05
"Phel_clc_contig_10958" 38.3042348015152 -1.19612796131011 0.450653419190418 -2.65420811287511 0.00794947817850484 0.0440871033779054
"Phel_clc_contig_10959" 24.7382964821998 -1.99302117028841 0.609406843116126 -3.27042794612766 0.00107384895208868 0.00935789036917858
"Phel_clc_contig_1097" 926.033875092049 4.65281008033932 0.653729074829907 7.1173369205736 1.10032288036574e-12 1.28114260703918e-10
"Phel_clc_contig_10971" 38.5028114619942 1.93457258926254 0.595650790715721 3.24783013708083 0.0011628867117068 0.00997208662191127
"Phel_clc_contig_1098" 523.879592685593 1.68039473565298 0.378805372263814 4.43603723360789 9.16300060195321e-06 0.000189392556354676
"Phel_clc_contig_10981" 61.8162945215792 2.88025200860905 0.640196557864918 4.49901201939419 6.826999809103e-06 0.000147353513902349
"Phel_clc_contig_10990" 83.4997138152821 -1.1233531408626 0.42682796064877 -2.63186399305969 0.00849178494889486 0.0463465700413902
"Phel_clc_contig_10995" 35.1563426660314 2.73692095388674 0.723816511419869 3.78123586669483 0.000156051734570917 0.00199179796171576
"Phel_clc_contig_11" 5709.2920370349 2.74514950308963 0.492432783500675 5.5746684523612 2.48001728274361e-08 1.10823458873647e-06
"Phel_clc_contig_11006" 56.1573739943957 3.33779824445718 0.559096743737841 5.96998333802185 2.37277817898373e-09 1.34766084214474e-07
"Phel_clc_contig_11010" 16.4234433848804 2.04408144539875 0.724199719759119 2.82253829935013 0.00476451308168662 0.0296921395081737
"Phel_clc_contig_11013" 76.8555887374551 1.66870460929609 0.467275252968559 3.57113842150841 0.000355432978248288 0.00386567948008699
"Phel_clc_contig_11029" 94.8150504309836 -1.35880673875866 0.512820623448375 -2.64967256898055 0.00805698134687273 0.0444831968039406
"Phel_clc_contig_11036" 78.1717153597405 1.5391765530686 0.493538115197664 3.11865792260474 0.00181676752663958 0.0141493176600937
"Phel_clc_contig_11038" 47.2369577422424 5.30350248224356 0.736445333849004 7.20148833658162 5.95588224050851e-13 7.2152242772588e-11
"Phel_clc_contig_11040" 88.3406582818995 1.24556115297396 0.47463439438195 2.62425388407825 0.00868390275932238 0.0471129262308772
"Phel_clc_contig_11050" 65.1951710412593 -1.50063093059966 0.499767579190316 -3.00265762143048 0.00267633339691604 0.0190515241652783
"Phel_clc_contig_1106" 116.820022438782 -0.969750899384986 0.351628199244383 -2.75788717022381 0.00581762743641732 0.0347862584343607
"Phel_clc_contig_11063" 30.3874024535714 1.87852988752577 0.541682074350235 3.46795653110568 0.000524432112119277 0.00533287152149238
"Phel_clc_contig_11069" 13.6369008627415 2.28050844832029 0.691787323774707 3.29654558553746 0.00097881728625008 0.00868871354732282
"Phel_clc_contig_1107" 47.0583235251207 -1.95938240234854 0.588234391076235 -3.33095519757634 0.000865485308755524 0.00788988303649338
"Phel_clc_contig_11100" 215.447159780172 -1.18407721562288 0.408630719918398 -2.89767058105503 0.00375945233922045 0.0246503182753201
"Phel_clc_contig_11101" 104.935641941707 1.36549027201615 0.470199458367633 2.90406602499427 0.00368350471407636 0.0242458831022652
"Phel_clc_contig_11115" 387.931936544825 -1.87357357077655 0.375701409118792 -4.98686862839034 6.13657614231081e-07 1.85786658267667e-05
"Phel_clc_contig_1112" 1661.2296986186 3.92969931560086 0.506589002242146 7.75717455019383 8.6842368649071e-15 1.44447806519621e-12
"Phel_clc_contig_11123" 6.99201170328973 2.51704257968959 0.813483987490066 3.09415135195925 0.00197376767431166 0.015069662265291
"Phel_clc_contig_11134" 78.6597897768608 -1.30611955002147 0.394675348912154 -3.3093517333209 0.000935122793668761 0.00838250791689901
"Phel_clc_contig_11143" 135.013990591602 3.17829463326904 0.403941780346235 7.8681997948932 3.59780681785411e-15 6.53168826889025e-13
"Phel_clc_contig_11146" 89.096538595909 -1.27737250934163 0.439425022162811 -2.90691800629493 0.00365008859241749 0.0240712890874404
"Phel_clc_contig_11151" 36.6714340431831 1.79511000083228 0.462447586792696 3.8817588243508 0.000103703699035024 0.00142146639919949
"Phel_clc_contig_11159" 450.905680452617 -1.95623859862891 0.37769281899412 -5.17944345311837 2.22548858735002e-07 7.60877484725639e-06
"Phel_clc_contig_1116" 117.994167225852 1.21140326744263 0.383734686372646 3.15687716138915 0.00159468509132971 0.0127806539747946
"Phel_clc_contig_11165" 150.14134002179 -1.42373155345167 0.397250225283145 -3.58396663573163 0.000338415333014493 0.00372800440950301
"Phel_clc_contig_1117" 3191.25578706771 1.60589373344161 0.281380611947408 5.70719397590109 1.14853865667282e-08 5.53358003828709e-07
"Phel_clc_contig_11178" 87.7195325297723 -1.39168467857615 0.462827141664584 -3.00692105819653 0.00263908286939486 0.0188706580609954
"Phel_clc_contig_11181" 67.8869040473186 1.79647801844709 0.58747612180769 3.05795921188975 0.00222849906447335 0.0165737698343621
"Phel_clc_contig_11189" 88.1596604390883 2.40988127968383 0.406033552759096 5.93517768004173 2.93527441347878e-09 1.60201773848147e-07
"Phel_clc_contig_11195" 45.4326871562395 -1.24903067714907 0.45114691518723 -2.76856747791506 0.00563033251690758 0.0338984512753086
"Phel_clc_contig_11199" 13.7748476757941 2.01371111808164 0.672976645129782 2.99224517322335 0.00276933759103766 0.0195712175085393
"Phel_clc_contig_11202" 77.3564032075764 1.9394929141916 0.661424345692566 2.93229743782834 0.0033646433307178 0.0226521666961721
"Phel_clc_contig_11217" 25.3044749057224 -2.67660684295321 0.636292776626846 -4.20656487276597 2.59281678780604e-05 0.000453970377935162
"Phel_clc_contig_11218" 185.242947690992 1.55898771748994 0.313640728079339 4.97061630687065 6.67404110182913e-07 2.00106657241967e-05
"Phel_clc_contig_11219" 44.9909079004221 -1.55268455269581 0.486043296169941 -3.19453959128967 0.00140054073659157 0.0115292580211782
"Phel_clc_contig_1122" 71.6716171045419 1.46182002985052 0.363922047667832 4.01684932039289 5.89814097081382e-05 0.000891227386202712
